Title,Date,Blurb
Greensburg police investigating overdose death find heroin in man's apartment,"Tuesday, Jan 24, 2017, by Paul Peirce","Greensburg police seized more than a brick of heroin in a man's apartment after obtaining a search warrant in the investigation of a woman's suspected overdose death a few hours earlier. Donald L. Ness, 33, of Toll House Road apartments was arraigned Monday on drug charges filed by city police ..."
Pittsburgh man admits role in fatal drug overdose,"Monday, Jun 04, 2018, by Madasyn Czebiniak","A Pittsburgh man pleaded guilty in federal court to distributing controlled substances, including heroin and fentanyl, that resulted in a fatal overdose in 2016, United States Attorney Scott W. Brady said Monday. As part of his guilty plea, prosecutors say Larry Malloy, 25, accepted responsibility for causing the fatal overdose ..."
Greensburg police seek suspect in fatal heroin overdose,"Wednesday, May 02, 2018, by Paul Peirce","Greensburg police seek help in locating a 36-year-old man charged with drug delivery resulting in death in connection with a fatal fentanyl-heroin related overdose. Officers are looking for Glenn Levtzow, who has lived in the Greensburg and Ruffsdale areas. He is originally from North Carolina, according to Detective Sgt. John ..."
West End-Elliott Overlook to host overdose memorial service,"Sunday, Apr 29, 2018, by Chuck Biedka","Organizers for May's 'Pittsburgh Won't Forget U' observance don't want to miss anyone from the region who has died from opioid overdose. On May 20, the group will assemble a photo wall of the dead as a memorial at the West End-Elliott Overlook on Marlow Street in Pittsburgh. The event ..."
Link explored of Jeannette man who overdosed at North Huntingdon bank to pawn shop jewelry heist,"Monday, Feb 27, 2017, by Paul Peirce","North Huntingdon police responding to a suspected heroin overdose at a bank may have solved a burglary in which nearly $40,000 in jewelry was taken from a pawn shop in neighboring Hempfield. Kenneth J. Rossi, 54, of Jeannette was charged with receiving stolen property by Patrolman Nick Dreistadt after Rossi ..."
"Families, clergy and local officials remember overdose victims","Thursday, Aug 31, 2017, by Bob Bauder","Marley Fisher, Sarah Luzier and Alexandra Slane never met, but they shared a common bond: a deadly addiction to opioids. The three young women overdosed and died over the past year. On Thursday — International Overdose Awareness Day — their parents joined other families on the portico of the City-County ..."
Greensburg woman dies of apparent heroin overdose,"Saturday, Jan 05, 2013, by Tribune-Review","A 35-year-old Greensburg woman died Thursday from an apparent heroin overdose, city police said. Jennifer Boske of 727 Eastmont Drive, Apt. 3B, was pronounced dead at 6:07 p.m. by Westmoreland County Deputy Coroner Tim O'Donnell. Investigators determined through friends that Boske used heroin that day, police Chief Walter 'Wally' Lyons ..."
Greensburg police investigating overdose death find heroin in man's apartment,"Tuesday, Jan 24, 2017, by Paul Peirce","Greensburg police seized more than a brick of heroin in a man's apartment after obtaining a search warrant in the investigation of a woman's suspected overdose death a few hours earlier. Donald L. Ness, 33, of Toll House Road apartments was arraigned Monday on drug charges filed by city police ..."
Pittsburgh man admits role in fatal drug overdose,"Monday, Jun 04, 2018, by Madasyn Czebiniak","A Pittsburgh man pleaded guilty in federal court to distributing controlled substances, including heroin and fentanyl, that resulted in a fatal overdose in 2016, United States Attorney Scott W. Brady said Monday. As part of his guilty plea, prosecutors say Larry Malloy, 25, accepted responsibility for causing the fatal overdose ..."
Greensburg police seek suspect in fatal heroin overdose,"Wednesday, May 02, 2018, by Paul Peirce","Greensburg police seek help in locating a 36-year-old man charged with drug delivery resulting in death in connection with a fatal fentanyl-heroin related overdose. Officers are looking for Glenn Levtzow, who has lived in the Greensburg and Ruffsdale areas. He is originally from North Carolina, according to Detective Sgt. John ..."
West End-Elliott Overlook to host overdose memorial service,"Sunday, Apr 29, 2018, by Chuck Biedka","Organizers for May's 'Pittsburgh Won't Forget U' observance don't want to miss anyone from the region who has died from opioid overdose. On May 20, the group will assemble a photo wall of the dead as a memorial at the West End-Elliott Overlook on Marlow Street in Pittsburgh. The event ..."
Westmoreland County coroner expects 2017 fatal drug overdose tally to hit 193,"Monday, Jan 08, 2018, by Paul Peirce","Westmoreland County Coroner Ken Bacha now anticipates closing the books for 2017 with a record 193 overdose deaths and said the number could surpass 200 this year. Although Bacha predicted Dec. 1 that the county would tally at least 179 fatal overdoses in 2017, a full month lay ahead. The ..."
"New record for fatal overdoses set in Westmoreland County, coroner suspects","Tuesday, Nov 01, 2016, by Paul Peirce","Westmoreland County expects to set another record for fatal drug overdoses in 2016, Coroner Ken Bacha announced Tuesday. A suspected 130 people have died from drug overdoses so far this year, which would be four more than the previous record set in 2015. The coroner's office opened five overdose investigations ..."
"Washington County overdose cases show deadly mix of carfentanil, cocaine","Saturday, Feb 03, 2018, by Megan Guza and Paul Peirce","The deadly carfentanil tied to at least two overdose deaths in Washington County last month could have been mixed with cocaine, according to the district attorney. In an alert put out Thursday night, District Attorney Eugene Vittone and county Coroner Tim Warco advised that the toxicology reports for two January ..."
Fayette County man charged in heroin overdose death,"Wednesday, Nov 23, 2016, by Megan Guza","McDonald police arrested a Fayette County man Wednesday in connection with the overdose death of a man last year, the Washington County District Attorney's Office announced. Myron Moore, 31, of Uniontown is charged with drug delivery resulting in death, a felony that can carry a sentence of up to 40 ..."
West End-Elliott Overlook to host overdose memorial service,"Sunday, Apr 29, 2018, by Chuck Biedka","Organizers for May's 'Pittsburgh Won't Forget U' observance don't want to miss anyone from the region who has died from opioid overdose. On May 20, the group will assemble a photo wall of the dead as a memorial at the West End-Elliott Overlook on Marlow Street in Pittsburgh. The event ..."
Westmoreland County coroner expects 2017 fatal drug overdose tally to hit 193,"Monday, Jan 08, 2018, by Paul Peirce","Westmoreland County Coroner Ken Bacha now anticipates closing the books for 2017 with a record 193 overdose deaths and said the number could surpass 200 this year. Although Bacha predicted Dec. 1 that the county would tally at least 179 fatal overdoses in 2017, a full month lay ahead. The ..."
"New record for fatal overdoses set in Westmoreland County, coroner suspects","Tuesday, Nov 01, 2016, by Paul Peirce","Westmoreland County expects to set another record for fatal drug overdoses in 2016, Coroner Ken Bacha announced Tuesday. A suspected 130 people have died from drug overdoses so far this year, which would be four more than the previous record set in 2015. The coroner's office opened five overdose investigations ..."
"Washington County overdose cases show deadly mix of carfentanil, cocaine","Saturday, Feb 03, 2018, by Megan Guza and Paul Peirce","The deadly carfentanil tied to at least two overdose deaths in Washington County last month could have been mixed with cocaine, according to the district attorney. In an alert put out Thursday night, District Attorney Eugene Vittone and county Coroner Tim Warco advised that the toxicology reports for two January ..."
"Heroin overdose of 11-year-old Pittsburgh girl not a sign of childhood epidemic, expert says","Friday, May 05, 2017, by Megan Guza","The story of an 11-year-old Pittsburgh girl who overdosed on heroin this week drew shock and outrage nationally, but the takeaway from one local addiction expert is twofold: It's not as uncommon as one might think, but there is no epidemic of childhood heroin addicts. 'It's still up — opioid ..."
"In a first, fentanyl overtakes heroin in Allegheny County overdose deaths","Thursday, Apr 06, 2017, by Megan Guza","Drug overdose deaths in Allegheny County increased nearly 44 percent from 2015 to 2016, according to data released Thursday by the medical examiner. In 2016, 610 people died from drug overdoses, said Dr. Karl Williams, Allegheny County's medical examiner. Opioids were found in about three-quarters of those victims. Most of ..."
Another arrest made in fatal overdose cases,"Wednesday, Jul 05, 2017, by Renatta Signorini","Police this week arrested a second alleged drug dealer in connection with two drug overdose deaths on the same day in November. Theodore Brown IV, 23, of Wilkinsburg is being held in the Westmoreland County Prison on $500,000 bond on drug delivery resulting in death and related offenses. Police allege ..."
White Oak police chief says 2 bodies are overdose victims,"Thursday, Aug 04, 2016, by Staff and Wire Reports","A police chief says the bodies of a man and a woman found in a home in White Oak appear to be victims of drug overdoses. Police Chief Louis Bender said Allegheny County homicide detectives are leading the investigation, though all indications are the duo accidentally overdosed. The bodies were ..."
179: Westmoreland County sets drug overdose death record,"Friday, Dec 01, 2017, by Paul Peirce","With a month left in 2017, Westmoreland County has set a record in drug overdose deaths. Coroner Ken Bacha said Friday that his office has confirmed 144 overdose deaths, with 35 suspected overdoses awaiting formal toxicology verification. The 179 deaths through November surpass the previous record of 174, set in ..."
Girlfriend sentenced in Delmont overdose death,"Friday, Mar 17, 2017, by Renatta Signorini","Debra Voich carried a framed photograph of her son to the witness stand Friday. She handed it to Westmoreland County Judge Christopher Feliciani and described the daily agony she feels over her son's fatal heroin overdose in February 2014. At times, she trembled and wiped away tears. But she glared ..."
Mt. Pleasant mom's overdose leads to endangerment charges,"Friday, Aug 18, 2017, by Renatta Signorini","A drug overdose at a Mt. Pleasant home this week led to endangerment charges against a woman whose two children were there at the time, according to police. Jessica Layne King, 28, was being held in the Westmoreland County Prison on $10,000 bail. A resident of the South Diamond Street ..."
"Carrick man gets 7 years for dealing heroin, fentanyl tied to 2015 overdoses","Friday, Mar 09, 2018, by Megan Guza","A federal judge on Friday sentenced a Carrick man to seven years in prison for his part in dealing heroin and fentanyl that caused a slew of overdoses across the region in 2015, according to U.S. District Attorney Scott Brady. Damian McKay, 28, must also serve four years of probation ..."
"Washington County overdose cases show deadly mix of carfentanil, cocaine","Saturday, Feb 03, 2018, by Megan Guza and Paul Peirce","The deadly carfentanil tied to at least two overdose deaths in Washington County last month could have been mixed with cocaine, according to the district attorney. In an alert put out Thursday night, District Attorney Eugene Vittone and county Coroner Tim Warco advised that the toxicology reports for two January ..."
"New record for fatal overdoses set in Westmoreland County, coroner suspects","Tuesday, Nov 01, 2016, by Paul Peirce","Westmoreland County expects to set another record for fatal drug overdoses in 2016, Coroner Ken Bacha announced Tuesday. A suspected 130 people have died from drug overdoses so far this year, which would be four more than the previous record set in 2015. The coroner's office opened five overdose investigations ..."
Westmoreland County coroner expects 2017 fatal drug overdose tally to hit 193,"Monday, Jan 08, 2018, by Paul Peirce","Westmoreland County Coroner Ken Bacha now anticipates closing the books for 2017 with a record 193 overdose deaths and said the number could surpass 200 this year. Although Bacha predicted Dec. 1 that the county would tally at least 179 fatal overdoses in 2017, a full month lay ahead. The ..."
Penn Hills man charged with Penn State student's overdose death,"Thursday, Apr 05, 2018, by Matthew Santoni","Penn State University Police have charged a Penn Hills man with drug delivery resulting in death for allegedly providing fentanyl-laced heroin that a student fatally overdosed on just after moving back to campus last January. According to a criminal complaint against him, Mark T. 'Short Rico' Grover, 25, traveled from ..."
Greensburg police seek suspect in fatal heroin overdose,"Wednesday, May 02, 2018, by Paul Peirce","Greensburg police seek help in locating a 36-year-old man charged with drug delivery resulting in death in connection with a fatal fentanyl-heroin related overdose. Officers are looking for Glenn Levtzow, who has lived in the Greensburg and Ruffsdale areas. He is originally from North Carolina, according to Detective Sgt. John ..."
Pittsburgh man admits role in fatal drug overdose,"Monday, Jun 04, 2018, by Madasyn Czebiniak","A Pittsburgh man pleaded guilty in federal court to distributing controlled substances, including heroin and fentanyl, that resulted in a fatal overdose in 2016, United States Attorney Scott W. Brady said Monday. As part of his guilty plea, prosecutors say Larry Malloy, 25, accepted responsibility for causing the fatal overdose ..."
Greensburg police investigating overdose death find heroin in man's apartment,"Tuesday, Jan 24, 2017, by Paul Peirce","Greensburg police seized more than a brick of heroin in a man's apartment after obtaining a search warrant in the investigation of a woman's suspected overdose death a few hours earlier. Donald L. Ness, 33, of Toll House Road apartments was arraigned Monday on drug charges filed by city police ..."
Man arrested on drug possession charges eyed in fatal heroin overdose in Greensburg,"Tuesday, Feb 09, 2016, by Paul Peirce","Greensburg police are investigating whether a McKeesport man supplied a fatal heroin overdose to a Greensburg man late last week. Raymond W. Craighead, 27, was ordered held in the Westmoreland County Prison on multiple drug charges Saturday. Greensburg Detective Sgt. John Swank charged him with possession of a controlled substance ..."
"Inside one woman's near-fatal overdose, struggle with addiction","Wednesday, Feb 15, 2017, by Megan Guza","Editor's note: In late 2016, Trib journalists Megan Guza and Andrew Russell set out to chronicle the opioid crisis in Pennsylvania. To help them understand the impact of the epidemic, Washington County-based Ambulance andamp; Chair granted them permission to ride along with paramedics on one of the many overdose calls ..."
"University of Pittsburgh, Pennsylvania coroners coordinate data on drug overdoses","Saturday, Oct 07, 2017, by Renatta Signorini","A more complete picture of statewide overdose death statistics is slowly coming together on a website operated by University of Pittsburgh School of Pharmacy researchers. In the past year, 17 coroners and medical examiners have begun sharing their data on Overdose Free PA. 'It's an extraordinary program unlike anything else ..."
Munhall man indicted for fentanyl trafficking that led to fatal overdose,"Thursday, Aug 18, 2016, by Brian Bowling","A federal grand jury Wednesday indicted a Munhall man for a fentanyl deal that resulted in a fatal overdose, according to court records. William Harvey Scott Jr., 26, is charged with a drug conspiracy resulting in death, fentanyl trafficking resulting in death and possession with intent to distribute fentanyl. He ..."
Former Washington County man charged in woman's overdose death,"Wednesday, Nov 08, 2017, by Megan Guza","A former Washington County man who sold a fatal dose of heroin and fentanyl to a Fredericktown woman last year faces charges in her death, officials said Wednesday. Michael Martin, 34, of Philadelphia is charged with drug delivery resulting in death in connection with the overdose of 30-year-old Stacey Lynn ..."
Prince heirs sue Illinois hospital over care during overdose,"Monday, Apr 23, 2018, by The Associated Press","MINNEAPOLIS — Prince's heirs have sued Walgreens and the Illinois hospital that treated the music superstar after he suffered from an opioid overdose, alleging that a doctor and various pharmacists failed to provide Prince with reasonable care, contributing to his death. The wrongful-death lawsuit filed in Cook County, Illinois, alleges ..."
Heroin overdose in bathroom leaves Connellsville library on alert,"Tuesday, Apr 18, 2017, by Renatta Signorini","A man was revived by police and paramedics after an apparent heroin overdose in a bathroom at Carnegie Free Library in Connellsville, according to library board President John Malone. Now, library officials are asking for community support to purchase a video surveillance system while putting other measures, such as locking ..."
Fox Chapel man's death linked to anti-diarrheal overdose,"Thursday, Mar 29, 2018, by Megan Guza","A Fox Chapel man found dead in his home in November died from an overdose of an anti-diarrhea medication that can be used to mimic the high of opioids, medical examiner records show. Arjun Patel, 29, was pronounced dead Nov. 8. A notice from the Allegheny County Medical Examiner earlier ..."
"Families, clergy and local officials remember overdose victims","Thursday, Aug 31, 2017, by Bob Bauder","Marley Fisher, Sarah Luzier and Alexandra Slane never met, but they shared a common bond: a deadly addiction to opioids. The three young women overdosed and died over the past year. On Thursday — International Overdose Awareness Day — their parents joined other families on the portico of the City-County ..."
Greensburg woman dies of apparent heroin overdose,"Saturday, Jan 05, 2013, by Tribune-Review","A 35-year-old Greensburg woman died Thursday from an apparent heroin overdose, city police said. Jennifer Boske of 727 Eastmont Drive, Apt. 3B, was pronounced dead at 6:07 p.m. by Westmoreland County Deputy Coroner Tim O'Donnell. Investigators determined through friends that Boske used heroin that day, police Chief Walter 'Wally' Lyons ..."
Drug overdose killed Sharpsburg man whose body was found in January,"Tuesday, Aug 07, 2018, by Matthew Medsger","A Sharpsburg man who was found dead in a Frazer parking lot in January died of a drug overdose, according to the Allegheny County Medical Examiner. On Jan. 17, Joshua Nord, 32, of Sharpsburg, was found dead by police in a parked vehicle along the 2000 block of Village Center ..."
"Drug distributor to donate 80,000 doses of overdose antidote","Tuesday, Apr 10, 2018, by The Associated Press","COLUMBUS, Ohio — An Ohio-based drug distributor facing lawsuits linked to the opioid crisis is donating more than 80,000 doses of an overdose antidote for use by emergency responders in several states. The Columbus Dispatch reports Cardinal Health has started distributing the naloxone it pledged last year as part of ..."
Man arrested on drug possession charges eyed in fatal heroin overdose in Greensburg,"Tuesday, Feb 09, 2016, by Paul Peirce","Greensburg police are investigating whether a McKeesport man supplied a fatal heroin overdose to a Greensburg man late last week. Raymond W. Craighead, 27, was ordered held in the Westmoreland County Prison on multiple drug charges Saturday. Greensburg Detective Sgt. John Swank charged him with possession of a controlled substance ..."
"Inside one woman's near-fatal overdose, struggle with addiction","Wednesday, Feb 15, 2017, by Megan Guza","Editor's note: In late 2016, Trib journalists Megan Guza and Andrew Russell set out to chronicle the opioid crisis in Pennsylvania. To help them understand the impact of the epidemic, Washington County-based Ambulance andamp; Chair granted them permission to ride along with paramedics on one of the many overdose calls ..."
"University of Pittsburgh, Pennsylvania coroners coordinate data on drug overdoses","Saturday, Oct 07, 2017, by Renatta Signorini","A more complete picture of statewide overdose death statistics is slowly coming together on a website operated by University of Pittsburgh School of Pharmacy researchers. In the past year, 17 coroners and medical examiners have begun sharing their data on Overdose Free PA. 'It's an extraordinary program unlike anything else ..."
Munhall man indicted for fentanyl trafficking that led to fatal overdose,"Thursday, Aug 18, 2016, by Brian Bowling","A federal grand jury Wednesday indicted a Munhall man for a fentanyl deal that resulted in a fatal overdose, according to court records. William Harvey Scott Jr., 26, is charged with a drug conspiracy resulting in death, fentanyl trafficking resulting in death and possession with intent to distribute fentanyl. He ..."
Former Washington County man charged in woman's overdose death,"Wednesday, Nov 08, 2017, by Megan Guza","A former Washington County man who sold a fatal dose of heroin and fentanyl to a Fredericktown woman last year faces charges in her death, officials said Wednesday. Michael Martin, 34, of Philadelphia is charged with drug delivery resulting in death in connection with the overdose of 30-year-old Stacey Lynn ..."
Girlfriend sentenced in Delmont overdose death,"Friday, Mar 17, 2017, by Renatta Signorini","Debra Voich carried a framed photograph of her son to the witness stand Friday. She handed it to Westmoreland County Judge Christopher Feliciani and described the daily agony she feels over her son's fatal heroin overdose in February 2014. At times, she trembled and wiped away tears. But she glared ..."
Mt. Pleasant mom's overdose leads to endangerment charges,"Friday, Aug 18, 2017, by Renatta Signorini","A drug overdose at a Mt. Pleasant home this week led to endangerment charges against a woman whose two children were there at the time, according to police. Jessica Layne King, 28, was being held in the Westmoreland County Prison on $10,000 bail. A resident of the South Diamond Street ..."
Penn Hills man charged with Penn State student's overdose death,"Thursday, Apr 05, 2018, by Matthew Santoni","Penn State University Police have charged a Penn Hills man with drug delivery resulting in death for allegedly providing fentanyl-laced heroin that a student fatally overdosed on just after moving back to campus last January. According to a criminal complaint against him, Mark T. 'Short Rico' Grover, 25, traveled from ..."
Woman not guilty of most serious charge in Delmont fatal overdose case,"Thursday, Dec 08, 2016, by Rich Cholodofsky","Before a Westmoreland County jury began deliberating Thursday afternoon, a Delmont woman testified that she was a drug addict but denied buying the heroin that led to her live-in boyfriend's fatal overdose. Lisa Lynn Kaciubij, 41, was found not guilty of a felony charge of drug delivery resulting in death ..."
White Oak police chief says 2 bodies are overdose victims,"Thursday, Aug 04, 2016, by Staff and Wire Reports","A police chief says the bodies of a man and a woman found in a home in White Oak appear to be victims of drug overdoses. Police Chief Louis Bender said Allegheny County homicide detectives are leading the investigation, though all indications are the duo accidentally overdosed. The bodies were ..."
Former Washington County man charged in woman's overdose death,"Wednesday, Nov 08, 2017, by Megan Guza","A former Washington County man who sold a fatal dose of heroin and fentanyl to a Fredericktown woman last year faces charges in her death, officials said Wednesday. Michael Martin, 34, of Philadelphia is charged with drug delivery resulting in death in connection with the overdose of 30-year-old Stacey Lynn ..."
"As overdoses plague Pennsylvania, drug deaths drop in Massachusetts county","Thursday, Aug 10, 2017, by Renatta Signorini","In at least one county across the country, drug overdose deaths are dropping. The district attorney of a Massachusetts county reported to an opioid task force this week that deaths there are on pace to drop 14 percent this year, according to an article in The Lowell Sun. That is ..."
Another arrest made in fatal overdose cases,"Wednesday, Jul 05, 2017, by Renatta Signorini","Police this week arrested a second alleged drug dealer in connection with two drug overdose deaths on the same day in November. Theodore Brown IV, 23, of Wilkinsburg is being held in the Westmoreland County Prison on $500,000 bond on drug delivery resulting in death and related offenses. Police allege ..."
"Carrick man gets 7 years for dealing heroin, fentanyl tied to 2015 overdoses","Friday, Mar 09, 2018, by Megan Guza","A federal judge on Friday sentenced a Carrick man to seven years in prison for his part in dealing heroin and fentanyl that caused a slew of overdoses across the region in 2015, according to U.S. District Attorney Scott Brady. Damian McKay, 28, must also serve four years of probation ..."
"Heroin overdose of 11-year-old Pittsburgh girl not a sign of childhood epidemic, expert says","Friday, May 05, 2017, by Megan Guza","The story of an 11-year-old Pittsburgh girl who overdosed on heroin this week drew shock and outrage nationally, but the takeaway from one local addiction expert is twofold: It's not as uncommon as one might think, but there is no epidemic of childhood heroin addicts. 'It's still up — opioid ..."
More than 50 arrested in Philadelphia drug ring bust,"Thursday, Oct 04, 2018, by The Associated Press","PHILADELPHIA -- Three top members of a well-known Philadelphia drug trafficking organization are facing 689 charges after a collaborative enforcement effort dismantled the heroin, fentanyl and cocaine ring, the city's top prosecutor announced Thursday. District Attorney Larry Krasner said 57 people have been arrested from the Alameda drug organization that ..."
Lower Burrell drug overdose death case tests law,"Monday, Mar 23, 2015, by Tom Yerace","A Lower Burrell drug overdose death from last year is one of only a handful of cases testing the veracity of a revamped criminal homicide law in Pennsylvania. The law, Drug Delivery Resulting in Death, is aimed at anyone who provides illegal drugs to another person who subsequently dies because ..."
Synthetic marijuana overdose total hits 76 in Connecticut park near Yale,"Thursday, Aug 16, 2018, by The Associated Press","NEW HAVEN, Conn. -- The number of overdose victims linked to a suspected bad batch of synthetic marijuana has risen to 76 in New Haven, Connecticut, as officials try to determine exactly what sickened people. People on and around the historic New Haven Green near Yale University began falling ill ..."
Arnold man to stand trial in drug overdose death,"Thursday, Apr 02, 2015, by Chuck Biedka","One of three people charged with causing the heroin overdose death of a Lower Burrell woman was ordered to stand trial Wednesday while a second defendant waived charges to court. After a preliminary hearing, Demetrius T. Houser, 19, of Third Avenue, Arnold was ordered to stand trial for drug delivery ..."
Ohio man describes horror of zipping daughter into bodybag after she overdosed on heroin,"Friday, Dec 29, 2017, by Ben Schmitt","An Ohio man shared an agonizing Facebook post this week about receiving a call from police that his daughter had died of a heroin overdose, and zipping her into a body bag. In the post Tuesday, Tim Sherman of Eastlake, Ohio, shared the story of his daughter Karisten Sherman's battle ..."
Western Pa. officials push for life-saving heroin overdose medicine,"Wednesday, Jul 15, 2015, by Bob Bauder",Mike Fendya wasn't looking for notoriety last month when he became the first Washington County police officer to use naloxone to revive a person from a heroin overdose. The Carroll officer said he was passing through Monongahela on June 29 when he heard a radio dispatch for an unresponsive male. ...
Fatal drug overdoses in Ohio increase to record number,"Sunday, Sep 23, 2018, by The Associated Press","COLUMBUS -- Fatal drug overdoses increased to a record 4,854 last year in Ohio, a 20 percent rise compared with the previous year, according to information reported to the state. Data on unintentional drug deaths provided to the Ohio Department of Health show 2017 was the eighth year in a ..."
Suspected DUI crash leads police to Derry overdose victim,"Tuesday, Sep 05, 2017, by Renatta Signorini","A drunken-driving arrest led police to a 16-year-old girl who was unresponsive after an apparent drug overdose this week in a Derry Township home, according to court filings. Jasmine Lee Goss, 38, of Mt. Pleasant was charged with child endangerment and related offenses after police said she crashed a stolen ..."
Akron public middle and high schools to carry overdose antidote Narcan,"Tuesday, Jul 11, 2017, by The Associated Press","AKRON, Ohio — Officers patrolling public middle and high schools in one of northeast Ohio's largest cities will start carrying the overdose antidote naloxone during the coming school year. The Akron Board of Education voted 5-1 in favor of the policy Monday. Supporters say access to the antidote, also known ..."
