Title,Date,Blurb
Schools considering allowing naloxone to stop effects of opioid overdoses,"Jan 12, 2018",
Settlement filed in veteran's death at Tomah VA center,"Oct 28, 2017",
Port Washington teen cited for 'ding-dong ditching',"Feb 7, 2018",
Burns emphasizes he's a Dem in TV ad,"Feb 7, 2018",
Milwaukee County made it 6 days without a fatal drug overdose,"May 11, 2017",
UW campuses to get Narcan to fight opiate overdoses,"Dec 13, 2017",
Rebecca Dallet takes shot at Trump in ad,"Jan 31, 2018",
Suit filed over sex assault in Kenosha Co. jail,"Jan 30, 2018",
Shared cough medicine sends Arrowhead students to hospital,"Dec 27, 2017",
Two men found dead in Potawatomi Hotel room,"Oct 9, 2017",
This day in history — Jan. 22,"Jan 22, 2018",
"Two passed out on drugs, two found with marijuana in separate I-43 incidents","Jan 23, 2018",
Overdose deaths engulf both state political parties,"Oct 12, 2017",
A man allegedly flashed a gun at boys in South Milwaukee,"Jan 18, 2018",
Woman passes out after reporting husband's overdose,"Apr 4, 2017",
Johnson links opioid epidemic to Medicaid,"Jan 17, 2018",
Medicaid a factor in America's opioid epidemic,"Jan 15, 2018",
Man sentenced to 20 years in prison in heroin death,"Jan 8, 2018",
"Homeless deaths leave families, stories behind","Dec 27, 2017",
2 charged in fatal heroin overdose,"Feb 16, 2017",
15-20 people fight at Southridge Mall food court,"Feb 21, 2018",
Beat opioid crisis using tools of public health,"Feb 20, 2018",
Is prison right for area drug offenders?,"Nov 14, 2017",
Loaded gun found in Bayshore trash can,"Feb 21, 2018",
Reckless homicide charges leveled against couple,"Nov 8, 2017",
Pharmacist pays widower $325K after wife's death,"Feb 11, 2018",
Medical examiner confirms boy died of overdose,"May 4, 2017",
Overdose suspected in 4-year-old boy's death,"Apr 20, 2017",
Friend gets prison for Cudahy man's fatal OD,"Dec 1, 2017",
Johnson's SOFA Act would fight opioid epidemic,"Jan 29, 2018",
Alderwoman honored for saving Milwaukee man's life,"Nov 21, 2017",
Mom charged with giving toddler 'chill pill' set for trial,"Mar 17, 2017",
Overdose death of toddler is 4th this year,"Oct 23, 2016",
County to sue opioid makers and distributors,"Nov 2, 2017",
New grief group offers help to those who have lost loved ones to drugs,"Sep 19, 2017",
"Saving lives, breaking addiction goals of Narcan sessions, CARE","Jan 3, 2018",
Police reports: Overdose victim rushed to hospital,"Aug 30, 2017",
Charges filed in fatal Mequon overdose,"Jan 30, 2017",
Mother arrested in overdose death of 2-year-old,"Jan 27, 2017",
Milwaukee County drug overdoses: 11 dead in 4 days,"Oct 11, 2017",
County weighs lawsuits against drug-makers for costs of opioid epidemic,"Oct 17, 2017",
House of Correction inmate died of opioid overdose,"May 15, 2017",
Mother faces neglect charge in toddler's death,"Jan 31, 2017",
Sessions adding 2 more prosecutors in Milwaukee,"Dec 18, 2017",
South Shore Police Reports: Man leads police on two high-speed chases,"Sep 28, 2017",
2 charged in fatal heroin overdose,"Apr 17, 2017",
Lifesaving Narcan training coming to Greenfield,"Dec 5, 2017",
Pewaukee police reports: Watch out for that deer,"Sep 18, 2017",
Two-thirds of counties have now sued opioid-makers,"Nov 29, 2017",
Mom sentenced in child’s 'chill pill' overdose,"Nov 30, 2017",
Initiative to stop drug usage among youth launched,"Jun 19, 2017",
County gets $2.6 million in grants to battle opioids,"Nov 27, 2017",
Saukville man charged in fatal overdose,"Dec 6, 2016",
Pewaukee police reports: Applebee's receipt presented at Walmart,"Sep 7, 2017",
Waukesha County enlists librarians to combat overdoses,"Jul 14, 2017",
Female arrested for stealing from hospital patients,"Nov 22, 2017",
"Robbers set on man fixing tire, taking car and wallet","Nov 22, 2017",
"Woman gets probation in torture, overdose case","Mar 15, 2017",
12 suspected drug overdoses in past 72 hours investigated,"Jun 14, 2017",
Woman threatens emergency room staff with pepper spray,"Nov 22, 2017",
"Victim survives torture, heroin injection, testifies","Mar 6, 2017",
Man accused of abandoning friend who overdosed on opioids,"Jun 11, 2017",
28 counties sue drug-makers contributing to opioids crisis,"Nov 7, 2017",
28 counties sue drug-makers contributing to opioids crisis,"Nov 7, 2017",
"Found at Mayfair: Drugs, a loaded gun and a stolen van","May 19, 2017",
Schimel touts better buy on anti-overdose drug,"Feb 24, 2017",
Senate votes to ban deadly emerging drugs,"Oct 31, 2017",
Oconomowoc man charged in fatal overdose,"Sep 22, 2016",
Tomah VA whistleblower opposes Baldwin re-election,"Oct 4, 2018",
County panel backs lawsuits against opioid makers,"Oct 19, 2017",
Social workers involved before child overdoses,"Apr 21, 2017",
"Greenfield, Greendale, Hales Corners Police Report: Three arrested following high-speed chase","Oct 18, 2017",
"West Allis police report: boy, 16, armed robbery victim","Oct 17, 2017",
Record spurt of drug overdose deaths suspected,"Sep 6, 2016",
"Greenfield, Greendale, Hales Corners Police Report: Three arrested following high-speed chase","Oct 18, 2017",
Crowley: Legalize marijuana to combat growing opioid epidemic,"Jul 17, 2017",
Propositioned pastors example of city's 'crisis of prostitution',"Jul 10, 2017",
Menomonee Falls-Germantown Police Reports: Man allegedly threatens neighbor's cat,"Oct 10, 2017",
"New grief group helps families find peace, solace","Oct 5, 2017",
Woman charged in heroin death,"Sep 21, 2016",
Aldermen allow Diamond Inn Motel to remain open with suspension,"Jun 20, 2017",
Legislators can act in the public's interest,"Jun 16, 2017",
Legislators can act in the public's interest,"Jun 16, 2017",
"Senate approves bills on carjackings, heroin abuse","Jun 14, 2017",
Appeals court reinstates lawsuits over jail deaths,"Sep 18, 2017",
"Complaints of drug dealing, human trafficking may close motel","Jun 7, 2017",
Bill seeks to crack down on lethal opioids,"May 31, 2017",
Lake Country Police Report,"Sep 6, 2017",
Problems found at Zablocki VA weeks before overdose death,"Jul 30, 2016",
Charges in fatal Waukesha heroin OD,"Feb 20, 2017",
"Woman used heroin before fatal crash, authorities say","May 18, 2017",
"Letters for May 17: Use gas tax, not toll roads, to pay for roads","May 16, 2017",
"Sordid case of drugs, sex and video gets Bay View man prison term","Aug 3, 2017",
Medical examiner's son among 70 recent overdose deaths,"Sep 15, 2016",
Medical examiner: Two more deaths linked to powerful opioid,"Apr 18, 2017",
State's first carfentanil death reported in Milwaukee,"Apr 17, 2017",
Opoids: A public health response required,"Sep 8, 2016",
Teen charged in 15-year-old's fatal overdose,"Dec 23, 2016",
Trial starts in fatal campus OD,"Nov 29, 2016",
Cops target heroin dealers' lucrative cellphones,"Jul 15, 2017",
West Allis police report,"Sep 7, 2017",
Seller guilty in fatal campus overdose,"Nov 30, 2016",
South Now Police Reports: Man punches woman and throws spaghetti around residence,"Aug 30, 2017",
"Jail could face fines, audit over health care","Jun 30, 2017",
West Allis police report: Surprised burglar pulls gun on resident,"Aug 30, 2017",
Attenberg's 'All Grown Up' all about singularity,"Mar 1, 2017",
South Shore police report,"Aug 22, 2017",
Assembly passes campus free speech bill,"Jun 23, 2017",
10 recent deaths in Milwaukee County due to furanyl fentanyl,"Feb 20, 2017",
Sordid case of sex and drugs may end in plea deal,"May 30, 2017",
Heroin suspected in 20 deaths in 2 weeks,"Aug 12, 2016",
Red flags preceded child’s death from methadone overdose,"Mar 29, 2016",
"Greenfield, Greendale, Hales Corners Police Report","Sep 8, 2017",
"Letters for Thursday, Aug. 4","Aug 3, 2016",
This day in history — Sept. 2,"Sep 2, 2017",
North Shore Police Report: Pantsless woman in Brown Deer bowling alley,"Sep 6, 2017",
CDC makes 'urgent' call to rein in opioid prescriptions,"Mar 14, 2016",
Blasts From the Past: This day in history — March 5,"Mar 3, 2016",
Mom charged in 3-year-old son's death found dead,"Dec 1, 2016",
Milwaukee man charged in Concordia student's overdose death,"Feb 17, 2016",
6 things you need to know about the Tomah VA scandal,"Sep 26, 2018",
"From basic info to overdose video, prison records kept secret","Jun 19, 2016",
Ex-husband leaves messy lies in wake of his death,"Oct 24, 2016",
Authorities say couple gave toddler oxycodone as a 'chill pill',"Mar 1, 2017",
Milwaukee man charged in Hartford heroin overdose death,"Apr 14, 2016",
Johnson seeks information after Zablocki VA overdose,"Jul 27, 2016",
Family seeks answers in Army vet’s overdose death,"Jul 28, 2016",
Do safe injection sites help prevent overdoses?,"Aug 20, 2018",
Support journalism and subscribe to the JS today,"Sep 6, 2018",
Man charged in daughter's overdose death headed to trial,"Jul 16, 2018",
What happened to justice? And what can we do?,"Sep 10, 2018",
Timothy Deppisch will stay Ozaukee County coroner,"Aug 14, 2018",
Man who died after dog walker attack ID'd,"Jul 25, 2018",
Fedora-wearing man charged in jewelry store heist,"Aug 2, 2018",
How some Wisconsin jails treat heroin addiction,"Aug 17, 2018",
Gals On the Go Project brings resiliency programs to kids,"Jul 23, 2018",
5 things to learn from Milwaukee's Data Portal,"Jul 20, 2018",
3 officers treated for exposure to substances,"May 26, 2018",
Man charged after officers exposed to fentanyl,"May 31, 2018",
Whitnall softball is our team of the year,"Aug 1, 2018",
Juice WRLD worth his rising-star buzz at Riverside,"Aug 15, 2018",
Milwaukee officials go after heroin ring,"Jun 18, 2018",
Waukesha County sues opioid industry,"Jul 17, 2018",
Listening: a powerful suicide prevention tool,"Jul 20, 2018",
Brookfield boy calls for help after dad overdoses,"Mar 2, 2018",
Police investigating 'suspicious' death,"Feb 28, 2018",
Ryan: Congress cracks down on opioid epidemic,"Jun 12, 2018",
Driver in chase that killed officer had child in car,"Jun 12, 2018",
"County sues drug-makers, distributors over opioid crisis","Mar 14, 2018",
Leah Vukmir gets big push from state GOP,"May 24, 2018",
Pawning stolen items helps addicts get their fix,"Jul 2, 2018",
"19 charged in massive, 3-state drug case","Dec 7, 2017",
Tosa 'pill mill' named in fraud indictment,"Jun 29, 2018",
Supreme Court candidates differ on how to fight heroin,"Mar 12, 2018",
Three Dems and no Republican file for sheriff,"Jun 1, 2018",
Richard Schmidt will run for sheriff as Democrat,"Apr 24, 2018",
Milwaukee's Poole beats buzzer for Michigan win,"Mar 18, 2018",
Ryan invites ex-heroin addict to Trump's State of the Union,"Jan 30, 2018",
Drug deaths in Milwaukee County are worse than ever,"Nov 30, 2017",
BadgerCare rules are a barrier in opioid fight,"May 11, 2018",
Report shows past problems at Zablocki VA program,"Jul 27, 2017",
Mobile heroin dealer gets 23 years in prison,"Mar 8, 2018",
This day in history — March 5,"Mar 5, 2018",
PolitiFact: Heroin and cocaine vs. prescription painkillers,"Apr 19, 2017",
This day in history — Feb. 27,"Feb 27, 2018",
Feds suspect pain clinic is opioid 'pill mill',"Apr 7, 2018",
How 6 Milwaukee kids died in 5 days,"Jul 10, 2017",
In Harm's Way: Children are drug epidemic's innocent victims,"May 12, 2017",
Proposed Waukesha County budget would decrease tax rate by 2%,"Sep 28, 2017",
Health director leads effort to tackle tough issues,"Dec 26, 2017",
Father charged with baby's death from too hot bath,"Nov 12, 2017",
Sandi Lybert turns family tragedy into message of hope,"Nov 3, 2017",
Hospice physician facing death with gratitude,"Jan 22, 2018",
Wauwatosa police reports: Man steals 55 packs of cigarettes from Walgreen's,"Nov 1, 2017",
Gifford: Fighting opioid abuse,"Sep 7, 2016",
Soaring drug deaths bring search for answers,"Jan 7, 2017",
Doctor who killed himself battled depression,"Dec 28, 2017",
Ridge: U.S. must plug the loophole in opioid trafficking,"May 26, 2017",
Acryl fentanyl linked to 17 deaths in Milwaukee County,"Jun 28, 2017",
Man hits girlfriend in head with hammer following argument over cheating,"Feb 21, 2018",
Scarves left in anonymous gift bags help needy,"Dec 15, 2017",
Narcan used to revive woman in Racine County,"Nov 18, 2016",
Narcan used to revive woman in Racine County,"Nov 18, 2016",
'Evicted' author says crisis remains,"May 9, 2018",
Oconomowoc High School students walk out on assembly addressing opiate epidemic,"Oct 2, 2017",
12 years in fatal dorm room OD,"Jan 30, 2017",
North Shore blotter: Threatening Instagram message,"Jan 24, 2018",
Politics of pain familiar in Wisconsin,"Sep 18, 2016",
Seven contested races for Milwaukee County Board seats,"Mar 27, 2018",
Wisconsin board adopts guidelines for prescribing opioids,"Jul 31, 2016",
Milwaukee heroin crew put focus on customer service,"Feb 19, 2018",
"Suspect nabbed following vehicle pursuit, foot chase","Jan 10, 2018",
Johnson sees progress at Milwaukee VA,"Aug 24, 2016",
Why do dealers risk killing their drug customers?,"May 31, 2017",
Seehafer: The VA is a system worth saving,"Aug 11, 2016",
U.S. Senators seek inquiry on veteran suicide,"Aug 2, 2016",
"Franklin Police Report: $1,250 taken from office safe at The Rock","Oct 11, 2017",
Two arrested following gunshots heard in Grand Park,"Dec 20, 2017",
Spruce up your opening day with regional favorites,"Mar 29, 2018",
Southern Ozaukee police reports: Employee steals scratch-off lottery tickets,"Jan 3, 2018",
Letters for June 9: Treat marijuana like alcohol,"Jun 8, 2017",
This day in history — Aug. 27,"Aug 27, 2017",
This day in history — June 2,"Jun 2, 2017",
Landrith: A chance to address state’s opioid crisis,"Oct 24, 2016",
Mills: It's time to end the war on drugs,"Aug 11, 2017",
This day in history — Feb. 8,"Feb 8, 2017",
HHS acts on Johnson opioid legislation,"Nov 2, 2016",
Walker signs bills fighting opioid abuse,"Jul 17, 2017",
2 arrested in heroin-related stops in Racine County,"Apr 8, 2017",
2 arrested in heroin-related stops in Racine County,"Apr 8, 2017",
Senate OKs bills targeting opioid addiction,"May 2, 2017",
Walker announces task force on opioid abuse,"Sep 22, 2016",
"Stronger than heroin, fentanyl now 'the real killer'","Apr 11, 2017",
'Off the charts' mayhem brings 50-year sentence,"May 22, 2017",
Senate hearing searches for common ground on heroin scourge,"Apr 14, 2016",
Woman gets 8 years in heroin OD,"Oct 3, 2016",
Chief judge says poor treatment of youths continues at Lincoln Hills,"Apr 1, 2016",
Johnson issues report on drugs,"Aug 31, 2016",
Breathe events,"Sep 14, 2017",
Mother accused of leading opioid ring,"Apr 4, 2017",
4 children already removed from mom charged in toddler's death,"Apr 8, 2017",
"With death of nephew, opioid epidemic hits home with Johnson","Mar 13, 2016",
"Merit awards honor Milwaukee police officers, citizens","Nov 1, 2016",
Countywide red lights illuminate hope of recovery,"Jan 29, 2017",
Editorial: The price of pain in the U.S.,"Sep 23, 2016",
Editorial: Opioid epidemic requires ‘team effort’,"Sep 27, 2016",
Same name twins cause criminal confusion,"Sep 22, 2016",
Fired Tomah VA chief to surrender medical license,"Jan 18, 2017",
Ron Johnson begins fall ad blitz,"Sep 6, 2016",
Feingold-Johnson: Political becomes personal,"Oct 20, 2016",
Nightclub death Sunday tied to drug Molly a relative rarity,"May 1, 2016",
Assembly passes bills to combat homelessness,"May 2, 2017",
Gov. Scott Walker pans drug testing students,"Dec 21, 2016",
"Merit awards honor Milwaukee police officers, citizens","May 9, 2017",
Best and worst of Summerfest Day 6,"Jul 6, 2017",
North Shore Police Reports: Robbery at Subway in Brown Deer,"Sep 20, 2017",
Gov. Scott Walker pans drug testing students,"Dec 21, 2016",
"Letters for Friday, Sept. 23","Sep 22, 2016",
Chin Up: Why is activated charcoal trending?,"Apr 10, 2017",
Jennifer Weiner speaks her mind,"Oct 14, 2016",
United Community Center expands treatment program,"Feb 16, 2017",
Robert Kraig; Erik Kirkstein: Prevention: the missing piece in state response to heroin...,"Apr 26, 2016",
Feingold begins jobs and wages tour,"Sep 7, 2016",
Man convicted of driving judge's stolen car,"Aug 24, 2016",
When should police chase fleeing cars?,"Jun 7, 2017",
Burial dispute leaves slain woman’s spirit in limbo,"Jul 15, 2016",
"Ernst-Ulrich Franzen: To Walker, Clinton and Clarke: Transparency matters to public","Jun 26, 2016",
Gary D’Amato: Golfer Ken Green the ultimate survivor,"Jun 20, 2016",
Ex-Derzon Coins operator ordered to pay estate $1.2 million,"May 21, 2016",
Johnson to appear at Trump rally,"Nov 1, 2016",
Bryan Cranston reflects on the life of the one who acts,"Oct 14, 2016",
Bryan Cranston reflects on the life of the one who acts,"Oct 14, 2016",
Abuse of ADHD drugs following path of opioids,"Jan 6, 2017",
Guards allowed fights at youth prison,"Aug 7, 2016",
"Johnson, Feingold spar in second debate","Oct 18, 2016",
"Pain doctor, 'OxyCzar' assistant indicted over 'pill mill'","Jun 24, 2016",
"Album reviews: Macklemore & Ryan Lewis, the 1975 and more","Feb 25, 2016",
'Tint crew' drug dealer gets stiff prison term,"Mar 10, 2016",
Politics of pain,"Sep 19, 2016",
Medicine's secret: Some drugs won't help most of those who take them,"Jan 6, 2017",
"Top shows this week: Jason Isbell, Los Lobos, Rachel Platten and more","Feb 17, 2016",
New albums in stores this week,"May 4, 2016",
