Title,Date,Blurb
"Suicide among veterans highest in rural areas, western U.S.","Saturday, Sep 16, 2017, by The Associated Press","WASHINGTON — Suicide among military veterans is especially high in the western United States and rural areas, according to new government data that show wide state-by-state disparities and suggest social isolation, gun ownership and access to health care may be factors. The figures released Friday are the first-ever Department of ..."
Secret Service gets secret report from Alex Hribal's court file to study school violence,"Friday, Oct 05, 2018, by Rich Cholodofsky","The Secret Service will have access to a confidential report generated to help a Westmoreland County judge craft the 60-year prison sentence imposed earlier this year against a former Franklin Regional High School student convicted in the attempted murder of 20 students and a security guard in 2014. Investigation details, ..."
"Steelers, UPMC-Highmark feud spotlight week's news","Friday, Oct 05, 2018, by Brian C. Rittmeyer","The week didn't start off so hot, with the Steelers falling prey to the Ravens. And it was a rocky week in some spots, with heavy rain flooding roads and homes, and even a few confirmed tornadoes around the region. Here's a recap of the week's most read news stories: ..."
"Suicide now the 10th leading cause of death in U.S., CDC says","Thursday, Jun 07, 2018, by The Los Angeles Times","More than a decade of steadily rising rates have made suicide the nation's 10th leading cause of death and one of only three causes of death — including Alzheimer's disease and drug overdoses — that are increasing in the United States, according to the Centers for Disease Control and Prevention. ..."
Suicide ruled in Rankin Bridge jump,"Friday, Sep 27, 2013, by Eric Slagle",An elderly Turtle Creek man jumped to his death from the Rankin Bridge in Whitaker on Thursday. The incident occurred at about 8:19 a.m. and the man was declared dead at the scene at 8:41. The Allegheny County Medical Examiner's office ruled the death a suicide and said the man ...
Suicide support group at Monongahela Valley Hospital looks to fill void,"Saturday, Jan 31, 2015, by Mary Pickels","Perceiving an unmet need in the sections of Fayette, Washington and Greene counties where he works, psychologist Sam Lonich will lead a new suicide bereavement support group at the Monongahela Valley Hospital starting next week. 'It's my area of interest and professional expertise,' said Lonich, a hospital staff member. A ..."
"Suicide bomber targets Shiite students in Kabul, killing dozens","Wednesday, Aug 15, 2018, by The Associated Press","KABUL, Afghanistan -- A suicide bomber struck a private education center in a Shiite neighborhood of Kabul on Wednesday where high school graduates were preparing for university entrance exams, killing 48 young men and women and leaving behind a scene of devastation and tragedy. The bombing, blamed on the Islamic ..."
Suicides in Pennsylvania increased more than 30 percent over 17 years,"Friday, Jun 08, 2018, by Wes Venteicher","Pennsylvania's suicide rate increased more than a third from 1999 to 2016, according to a new federal report surveying the rates in each state. The rate increased in all states except for Nevada in the 17-year period, and increased by more than 30 percent in 25 states, according to the ..."
Mother of teen who killed grandparents sues Indiana County prison over his suicide,"Tuesday, Sep 06, 2016, by Tribune-Review","The mother of a 15-year-old Venango County boy who committed suicide in 2014 at the State Correctional Institution at Pine Grove while serving a 35- to 80-year sentence for killing his grandparents has filed a federal civil lawsuit against prison officials. Karen Kapp, the mother of Zachary Proper, who admitted ..."
Pittsburgh Police investigating 'apparent murder-suicide' in Hazelwood,"Wednesday, Jan 17, 2018, by Natasha Lindstrom","Police are investigating an 'apparent murder-suicide' in Pittsburgh's Hazelwood neighborhood, officials said. About 7 p.m. Wednesday, detectives received a call about an incident on West Elizabeth Street, Department of Public Safety spokeswoman Alicia George said. The bodies of a man and a woman were found, George said. Both appeared to ..."
Police probe Fayette murder-suicide,"Saturday, Jun 14, 2014, by Tribune-Review","A Smithfield man fatally shot a woman then later turned the gun on himself. James Dice Jr., 29, shot Leah Fields, 19, of Smithfield before committing suicide, according to a news release from state police at Uniontown. The shooting happened sometime between 3 a.m. and 1:15 p.m. Saturday on Clark ..."
Rostraver man who assisted in wife's suicide freed from jail to house arrest,"Monday, Jun 18, 2018, by Renatta Signorini","A Rostraver man who pleaded guilty to assisting in his wife's suicide was ordered to be released from jail Monday after serving two years. Edward Friday, 82, must serve five years on home electronic monitoring. He will stay with a niece, according to testimony. Friday pleaded guilty in January to ..."
Police investigate murder-suicide in Loyalhanna Township,"Thursday, Dec 22, 2016, by Tribune-Review","A Loyalhanna Township couple died late Wednesday in a murder-suicide at their home, according to the coroner's office. Westmoreland County Coroner Ken Bacha reported that Gregory Monk, 58, shot and killed his wife, Patricia A. Monk, 54, with a rifle in their Forest Drive residence and then shot himself with ..."
Richland aims to curb suicide among teens,"Saturday, May 14, 2016, by Vince Townley","Craig Walkins knows all too well the pain that comes with losing a child to suicide. His son, Kyle, a newly hired officer for the Northern Regional Police Department, was just 23 when he took his own life last June. And now, as a community tries to come to grips ..."
Ferrante suicide letter says he did not kill wife,"Tuesday, Oct 28, 2014, by Adam Brandolph and Bobby Kerlik",Robert Ferrante pursed his lips and wiped tears from his face Tuesday as a detective with the Allegheny County District Attorney's Office read aloud a suicide note and additional goodbye letters the University of Pittsburgh researcher wrote to his sister and each of his three children. 'The memories I have ...
"Police investigate Manor Township shooting, find 2 bodies in apparent double suicide","Wednesday, May 09, 2018, by Chuck Biedka and Natasha Lindstrom","Manor Township police investigated a reported shooting Wednesday afternoon along Crooked Creek Dam Road and found two bodies in what appears to be a double suicide, officials said. A call reporting a possible shooting came in about 1:25 p.m. Officials found two bodies in a car at the Crooked Creek ..."
"Pine-Richland community seeks answers to, prevention of teen suicides","Monday, May 09, 2016, by Vince Townley","A community joined together at a church in Richland on Monday night, seeking answers and hoping to shine a light on the issue of teen suicide. An overflow crowd filled the social hall at St. Richard Catholic Church to hear from experts and those who have been touched by suicide. ..."
Latrobe-area man's death ruled a suicide,"Wednesday, Sep 28, 2016, by Tribune-Review","The death of a Latrobe-area man killed Tuesday afternoon when hit by a freight train in Derry Township has been ruled a suicide, the Westmoreland County coroner said Wednesday. Adam J. Halula, 28, formerly of Pittsburgh, died of injuries to his head and neck, Chief Deputy Coroner Paul Cycak said. ..."
2 dead in apparent Buffalo Township murder-suicide,"Thursday, Aug 18, 2016, by Chuck Biedka","A former husband and wife were found dead inside the ex-wife's Buffalo Township home Thursday morning, the result of an apparent murder-suicide. It appears Todd Negley, 44, shot and killed LeeAnn Negley, 43, in the basement family room of her home on Heathfield Drive, according to Buffalo Township police Sgt. ..."
Pittsburgh Police investigating 'apparent murder-suicide' in Hazelwood,"Wednesday, Jan 17, 2018, by Natasha Lindstrom","Police are investigating an 'apparent murder-suicide' in Pittsburgh's Hazelwood neighborhood, officials said. About 7 p.m. Wednesday, detectives received a call about an incident on West Elizabeth Street, Department of Public Safety spokeswoman Alicia George said. The bodies of a man and a woman were found, George said. Both appeared to ..."
Latrobe-area man's death ruled a suicide,"Wednesday, Sep 28, 2016, by Tribune-Review","The death of a Latrobe-area man killed Tuesday afternoon when hit by a freight train in Derry Township has been ruled a suicide, the Westmoreland County coroner said Wednesday. Adam J. Halula, 28, formerly of Pittsburgh, died of injuries to his head and neck, Chief Deputy Coroner Paul Cycak said. ..."
"Rostraver man, 82, pleads guilty to causing wife's suicide","Friday, Jan 19, 2018, by Rich Cholodofsky","An elderly Rostraver man sat in a wheelchair Friday in the Westmoreland County Courthouse and offered no explanation as he pleaded guilty to causing the suicide of his wife. 'It is my choice,' Paul Edward Friday, 82, said of his decision to plead guilty to a felony charge in return ..."
2 dead in apparent Buffalo Township murder-suicide,"Thursday, Aug 18, 2016, by Chuck Biedka","A former husband and wife were found dead inside the ex-wife's Buffalo Township home Thursday morning, the result of an apparent murder-suicide. It appears Todd Negley, 44, shot and killed LeeAnn Negley, 43, in the basement family room of her home on Heathfield Drive, according to Buffalo Township police Sgt. ..."
Seton Hill University aims for suicide prevention,"Sunday, Nov 02, 2014, by Bob Stiles","Seton Hill University students who visit the health office for a cough or some other minor malady might come away with lifesaving awareness. The school in Greensburg, in cooperation with Westmoreland Behavioral Health and Development Services and others, began this fall using an online program aimed at preventing suicides. A ..."
Man sets self on fire in Latrobe in apparent suicide attempt,"Saturday, Apr 15, 2017, by Tribune-Review","A man lit himself on fire Saturday in Latrobe in an apparent suicide attempt that destroyed a shed and damaged a mobile home, city fire Chief John Brasile said. The man, who was burned from the waist down, was airlifted to UPMC Mercy in Pittsburgh's Uptown neighborhood. Officials have not ..."
Pine-Richland students awarded for inclusive efforts to prevent teen suicide,"Monday, May 22, 2017, by Ashley Murray",The Jefferson Awards Foundation has honored Pine-Richland High School's Peer-to-Peer Empowerment Team for its inclusive initiative to fight teen suicide. The team received a Students in Action Pennsylvania Gold Banner award for engaging fellow students and the community to raise awareness and funds to supportive teen suicide prevention. 'Peer-to-Peer is ...
Victims identified in Apollo murder-suicide,"Thursday, Oct 27, 2016, by Liz Hayes",Apollo police were investigating an apparent murder-suicide Thursday afternoon that left two cousins dead in an Armstrong Avenue house. Police were summoned to 720 Armstrong Ave. about 4:45 p.m. for a reported domestic dispute that triggered the shooting. Apollo police Sgt. Jarred Kier said the shooting was reported by the ...
"Rostraver woman killed in apparent murder-suicide had reported abuse, court records show","Tuesday, Nov 18, 2014, by Renatta Signorini and Rick Bruni Jr.","A Rostraver man with a history of aggression against his wife fatally shot her Monday morning in what authorities confirmed was a murder-suicide. Robert W. Pendleton left his car running with the headlights on just after midnight, and armed with a pistol, walked up to a Monessen home, police said. ..."
Veterans Administration: Efforts continue to reduce vets' suicides,"Thursday, Jun 28, 2018, by Joe Napsha","Despite their efforts to reach out and help veterans in crisis, the suicide rate among veterans remains about 20 a day, said a Veterans Affairs official in Pittsburgh. 'It's very disturbing. We want to make sure we do all we can to save a life. It's going to take a ..."
Authorities identify murder-suicide victims in Pittsburgh's Hazelwood,"Thursday, Jan 18, 2018, by Megan Guza","Authorities identified a man and woman who they say died in a murder-suicide Wednesday night in Pittsburgh's Hazelwood neighborhood. Police said they found Tiffany Korbelic, 36, and Raymond Furlong, 55, dead about 7 p.m. inside a home on West Elizabeth Street. Pittsburgh police are treating the incident as a murder-suicide, ..."
Ray of Hope Walk for Suicide Awareness and Prevention scheduled for Sept. 8,"Monday, Aug 27, 2018, by Stephen Huba","Organizers of the 12th annual Ray of Hope Walk for Suicide Awareness and Prevention say they could have as many as 300 participants this year -- a number that continues to grow as the suicide rate in the United States and Pennsylvania continues to increase. 'Here in Pennsylvania, nearly three ..."
Police investigating apparent murder-suicide in Washington County,"Sunday, Sep 23, 2018, by Tribune-Review","Two people were found dead Sunday morning in an apparent murder-suicide at a Washington County home. Local police were called to the 100 block of Marlboro Drive in Peters Township at about 6:25 a.m., state police Trooper Melinda Bondarenka said. The deceased were identified as Craig Bryan, 48, and Kelly ..."
School districts target teen suicide after Netflix's '13 Reasons Why',"Thursday, Apr 27, 2017, by Ben Schmitt and Jamie Martines","Even before the popular Netflix series '13 Reasons Why' sparked a national conversation about teen suicide Pittsburgh's Creative and Performing Arts school officials worried about an increase of suicidal students. 'I, unfortunately, have had a lot of experience with suicidal children,' said Jennifer Palermo, a CAPA social worker. 'We certainly ..."
Death of North Hills teen struck along Pennsylvania Turnpike ruled a suicide,"Sunday, Apr 22, 2018, by Bob Bauder","The weekend death of a North Hills teenager struck by a vehicle and killed along the Pennsylvania Turnpike was ruled a suicide, the Allegheny County Medical Examiner's Office reported Sunday. Bradly M. Maslanka, 18, of Gibsonia, died after being hit on the turnpike near mile marker 35 in Pine around ..."
Police: Woman in Washington County murder-suicide was 7 months pregnant,"Thursday, Mar 29, 2018, by Tony LaRussa",A pregnant woman was shot and killed Wednesday night in what authorities said was a murder-suicide at a Washington County apartment building. A resident of Southpointe Town Center in Cecil called 911 around 7:15 p.m. on Wednesday to report hearing gunshots and seeing bullet holes in a hallway wall on ...
Suit blaming Yough for grad's suicide moves to federal court,"Thursday, Sep 20, 2018, by Jeff Himler","A wrongful death lawsuit filed by the parents of a Yough graduate, claiming the West Newton teen's suicide came after sexual abuse by a district teacher, has been moved from Westmoreland County to federal court. In the complaint against the school district, filed in August, Amy Tamasy and John Bryan ..."
"Former Westmoreland man aided suicide, police say","Wednesday, Jun 12, 2013, by Paul Peirce","A former Westmoreland County man accused of obstructing state troopers as they tried to enter an Indiana County home where a woman overdosed and died has been charged with assisting in her suicide. Brandon Lee Crowe, 31, an inmate at the county jail, was arraigned Tuesday on a rarely used ..."
Pine-Richland students awarded for inclusive efforts to prevent teen suicide,"Monday, May 22, 2017, by Ashley Murray",The Jefferson Awards Foundation has honored Pine-Richland High School's Peer-to-Peer Empowerment Team for its inclusive initiative to fight teen suicide. The team received a Students in Action Pennsylvania Gold Banner award for engaging fellow students and the community to raise awareness and funds to supportive teen suicide prevention. 'Peer-to-Peer is ...
Shaler Area to host suicide education presentation for parents,"Tuesday, Oct 31, 2017, by Erica Cebzanov","Suicide is the second leading cause of death among people ages 15 to 24, according to Jennifer Sikora, American Foundation for Suicide Prevention Western Pennsylvania chapter area director. Even well-meaning parents might not have enough education about suicide's risk factors or warning signs, she said in a statement. The foundation ..."
Allegheny Township woman victim in Murrysville murder-suicide,"Monday, Feb 25, 2013, by Renatta Signorini","An Allegheny Township woman and her daughter were the victims of a triple shooting on Saturday in normally peaceful Murrysville. Gina M. Llewellyn, 50, of 1062 Route 356 was shot in the chest during what the Westmoreland County Coroner ruled a murder-suicide in the parking lot of the Cozy Inn ..."
"As suicides spike, new Pa. law to start prevention efforts in 6th grade","Saturday, Jul 12, 2014, by Paul Peirce","The world changed for Rita McWilliams on Nov. 20, 2012, when her daughter, Karla, committed suicide. She locked herself in a bathroom in their Trafford home and turned on a portable grill purchased for family picnics. She died of asphyxiation. She left a note reassuring her mother she 'had done ..."
Suit blaming Yough for grad's suicide moves to federal court,"Thursday, Sep 20, 2018, by Jeff Himler","A wrongful death lawsuit filed by the parents of a Yough graduate, claiming the West Newton teen's suicide came after sexual abuse by a district teacher, has been moved from Westmoreland County to federal court. In the complaint against the school district, filed in August, Amy Tamasy and John Bryan ..."
"Former Westmoreland man aided suicide, police say","Wednesday, Jun 12, 2013, by Paul Peirce","A former Westmoreland County man accused of obstructing state troopers as they tried to enter an Indiana County home where a woman overdosed and died has been charged with assisting in her suicide. Brandon Lee Crowe, 31, an inmate at the county jail, was arraigned Tuesday on a rarely used ..."
Allegheny Township woman victim in Murrysville murder-suicide,"Monday, Feb 25, 2013, by Renatta Signorini","An Allegheny Township woman and her daughter were the victims of a triple shooting on Saturday in normally peaceful Murrysville. Gina M. Llewellyn, 50, of 1062 Route 356 was shot in the chest during what the Westmoreland County Coroner ruled a murder-suicide in the parking lot of the Cozy Inn ..."
Officials: Designer Kate Spade dead of apparent suicide in apartment,"Tuesday, Jun 05, 2018, by The Associated Press","NEW YORK — New York fashion designer Kate Spade was found hanged in her Park Avenue apartment Tuesday morning in an apparent suicide, law enforcement officials said. The 55-year-old left a note at the scene and was found by housekeeping at about 10:20 a.m. It's not clear how long she ..."
Police say couple in Oakland murder-suicide had 'troubled' relationship,"Friday, Jan 30, 2015, by Tony Raap","Pittsburgh police said Friday that the North Oakland couple found dead in an apparent murder-suicide had a 'troubled' relationship and that the boyfriend bought a gun and ammunition at a Bridgeville gun store. Police found the bodies of Chalalai Chaihirunkarn, 26, and Bryan Springer, 29, on Thursday in the couple's ..."
Police investigate murder-suicide in Loyalhanna Township,"Thursday, Dec 22, 2016, by Tribune-Review","A Loyalhanna Township couple died late Wednesday in a murder-suicide at their home, according to the coroner's office. Westmoreland County Coroner Ken Bacha reported that Gregory Monk, 58, shot and killed his wife, Patricia A. Monk, 54, with a rifle in their Forest Drive residence and then shot himself with ..."
Richland aims to curb suicide among teens,"Saturday, May 14, 2016, by Vince Townley","Craig Walkins knows all too well the pain that comes with losing a child to suicide. His son, Kyle, a newly hired officer for the Northern Regional Police Department, was just 23 when he took his own life last June. And now, as a community tries to come to grips ..."
Pine-Richland offers multiple programs to aid in suicide prevention,"Tuesday, Jan 10, 2017, by Rachel Farkas","Efforts to improve the school district's suicide prevention and awareness initiatives at Pine-Richland are going well, district officials say. Through the last two school years, the district has made a concentrated effort to beef up its suicide prevention initiatives, partly in response to community concerns, leaders said. 'Suicide awareness and ..."
"Police investigate Manor Township shooting, find 2 bodies in apparent double suicide","Wednesday, May 09, 2018, by Chuck Biedka and Natasha Lindstrom","Manor Township police investigated a reported shooting Wednesday afternoon along Crooked Creek Dam Road and found two bodies in what appears to be a double suicide, officials said. A call reporting a possible shooting came in about 1:25 p.m. Officials found two bodies in a car at the Crooked Creek ..."
Suit blaming Yough for grad's suicide moves to federal court,"Thursday, Sep 20, 2018, by Jeff Himler","A wrongful death lawsuit filed by the parents of a Yough graduate, claiming the West Newton teen's suicide came after sexual abuse by a district teacher, has been moved from Westmoreland County to federal court. In the complaint against the school district, filed in August, Amy Tamasy and John Bryan ..."
Death of North Hills teen struck along Pennsylvania Turnpike ruled a suicide,"Sunday, Apr 22, 2018, by Bob Bauder","The weekend death of a North Hills teenager struck by a vehicle and killed along the Pennsylvania Turnpike was ruled a suicide, the Allegheny County Medical Examiner's Office reported Sunday. Bradly M. Maslanka, 18, of Gibsonia, died after being hit on the turnpike near mile marker 35 in Pine around ..."
"Victim in Crafton murder-suicide went to home willingly, police say","Thursday, Jan 16, 2014, by Aaron Aupperlee","Three children orphaned by a murder-suicide spent Thursday with relatives, playing and acting like kids, a family friend said. Tanner, Hunter and Cheyenne Gorsuch were loved by their parents, Amy and Richard Gorsuch, and were never harmed despite problems between the couple, said Jaclyn Holmes, a friend of the Gorsuch ..."
"As suicides spike, new Pa. law to start prevention efforts in 6th grade","Saturday, Jul 12, 2014, by Paul Peirce","The world changed for Rita McWilliams on Nov. 20, 2012, when her daughter, Karla, committed suicide. She locked herself in a bathroom in their Trafford home and turned on a portable grill purchased for family picnics. She died of asphyxiation. She left a note reassuring her mother she 'had done ..."
Allegheny County pays $8.5K settlement to former jail guard over sexual harassment claims,"Thursday, Oct 04, 2018, by Theresa Clift","Allegheny County has paid a $8,500 settlement to a Pittsburgh woman who says she was sexually harassed by her boss while working at the jail in 2015. In a lawsuit filed in federal court in January, Tanisha Ramsey accused Robert Bytner, a major at the jail at the time, of ..."
Wrongful death lawsuit settled between former state Sen. Regola and family of late teen,"Thursday, Oct 04, 2018, by Rich Cholodofsky","A settlement has been reached in decade-old wrongful death lawsuit accusing a former state senator of negligence in connection in the death of his 14-year-old neighbor. Court records show the case against Robert Regola, his wife, Janette, and their son, Robert 'Bobby' Regola IV, concluded this week with a confidential ..."
Allegheny County pays $8.5K settlement to former jail guard over sexual harassment claims,"Thursday, Oct 04, 2018, by Theresa Clift","Allegheny County has paid a $8,500 settlement to a Pittsburgh woman who says she was sexually harassed by her boss while working at the jail in 2015. Tanisha Ramsey, in a lawsuit Ramsey filed in federal court in January, accused Robert Bytner, a major at the jail at the time, ..."
Suicide at Allegheny County Jail under investigation,"Sunday, Jul 17, 2016, by Brian C. Rittmeyer","An Allegheny County Jail inmate was found dead in his cell Sunday morning, according to the Allegheny County Medical Examiner's office. The medical examiner's office said Jeffrey Michael Heil, 45, was found hanging in his cell about 7 a.m. He was pronounced dead about a half hour later. An autopsy ..."
Couple's murder-suicide puts focus on Pennsylvania bail system,"Tuesday, Sep 06, 2016, by Madasyn Czebiniak","The murder-suicide of a couple in Washington County last week drew criticism of the way a judge handled domestic violence charges that had been pending against the husband, but highlighted what some say is a flawed bail system in Pennsylvania. 'You could not describe our bail system in any other ..."
"Run As One raises veteran suicide, post-traumatic stress awareness","Monday, Mar 23, 2015, by Kathleen Edwards","On Saturday, the Highlands High School track will be ground zero in the fight against veteran suicide and post-traumatic stress disorder. The fourth annual Run As One will be held there. Everyone is invited. According to the event's local coordinator, Kate Bielak, Run As One is a worldwide event coordinated ..."
State police investigating Lawrence County murder-suicide,"Saturday, Jul 12, 2014, by Bill Vidonic","A Lawrence County man shot his stepfather to death and then pointed his gun at his mother before shooting and killing himself late Friday, state police said. Authorities determined the deaths of Justin E. Burnett, 29, and Douglas C. Weingartner, 60, both of Wayne, were the result of a murder-suicide, ..."
Couple's murder-suicide puts focus on Pennsylvania bail system,"Tuesday, Sep 06, 2016, by Madasyn Czebiniak","The murder-suicide of a couple in Washington County last week drew criticism of the way a judge handled domestic violence charges that had been pending against the husband, but highlighted what some say is a flawed bail system in Pennsylvania. 'You could not describe our bail system in any other ..."
Pennsylvania veteran suicide rate lower than national,"Saturday, Sep 16, 2017, by Tribune-Review","The suicide rate for Pennsylvania military veterans in 2014 was slightly below the national rate but more than twice the state's overall suicide rate, according to a Department of Veterans Affairs study released Friday. The figures represent the first-ever data on veteran suicides by state. Overall, the study showed that ..."
California Area re-examines suicide-tinged play,"Thursday, Jan 17, 2013, by Rick Bruni Jr.","The California Area School Board will consider overhauling its spring musical after several parents complained it was insensitive to the family of a high school student who committed suicide nearly two years ago. The high school drama club is preparing to stage 'Zombie Prom,' a musical in which the lead ..."
Western Pa. schools adopting suicide prevention policies,"Wednesday, Sep 09, 2015, by Stephanie Hacke","Baldwin-Whitehall School District Superintendent Randal Lutz watched as his teenage daughter was forever changed by the loss of a teammate on her travel basketball team who committed suicide. 'To get that call, it's something no one should ever have to go through,' said Lutz, who attended the 'Out of the ..."
Kate Spade Foundation to donate $1M for suicide prevention,"Wednesday, Jun 20, 2018, by The Associated Press","NEW YORK — Kate Spade New York has announced plans to donate $1 million to support suicide prevention and mental health awareness causes in tribute to the company's late founder. To start, the company said Wednesday the Kate Spade New York Foundation is giving $250,000 to the Crisis Text Line ..."
Inmate dies in apparent suicide,"Friday, Oct 16, 2015, by Rick Bruni Jr.","A Charleroi man indicted this week on federal drug and gun charges died of an apparent suicide Thursday inside his jail cell. Darius M. Rawls, 20, of Crest Avenue was found hanging from a bed sheet at 1:17 p.m. at the Washington County Correctional Facility, according to Coroner Tim Warco. ..."
Naples prosecutors investigate suicide of sex-tape subject,"Friday, Sep 16, 2016, by The Associated Press",MILAN — Italian prosecutors in Naples have opened a criminal investigation of the suicide of a 31-year-old woman who had fought unsuccessfully to have a video showing her having sex expunged from the internet. Chief prosecutor Francesco Greco said Friday that the investigation into possible charges of instigating suicide was ...
Police: 2 men dead in apparent Pennsylvania murder-suicide,"Monday, Aug 13, 2018, by Tribune-Review",LEWISBURG -- State police say two men are dead in central Pennsylvania in an apparent murder-suicide. Police in Union County say 38-year-old Adam Bartlett of Lewisburg drove to the Kelly Meadow View Townhouse Apartments and hid in a wooded area near the parking lot. Police allege that when 50-year-old Terry ...
Pine-Richland parent group seeks ways to prevent teen suicide,"Wednesday, Jul 10, 2013, by Rachel Farkas","A group of parents in the Pine-Richland School District wants the district to collaborate with the community to prevent teen suicide. 'I believe Pine-Richland has had an elephant in the room for the past three years: teen suicide,' Mary Schnepp, of Richland Township, said during the public comments portion of ..."
Tarentum mom given 5-10 years in arson-suicide try,"Monday, May 14, 2012, by Tom Yerace and Bobby Kerlik","A Tarentum woman will spend the next five to 10 years in prison for trying to kill her two children in an arson-suicide attempt. County Judge Randal B. Todd imposed the sentence Monday on Terra Lynn, 39. Lynn pleaded no contest to two counts of attempted homicide and pleaded guilty ..."
Couple's murder-suicide puts focus on Pennsylvania bail system,"Tuesday, Sep 06, 2016, by Madasyn Czebiniak","The murder-suicide of a couple in Washington County last week drew criticism of the way a judge handled domestic violence charges that had been pending against the husband, but highlighted what some say is a flawed bail system in Pennsylvania. 'You could not describe our bail system in any other ..."
Pittsburgh Opera's 'Madama Butterfly' is timeless tale,"Thursday, Oct 04, 2018, by Mark Kanny","Giacomo Puccini was a consummate master of the theater. After seeing the play 'Madama Butterfly' in London in 1900, which is about a tragic love between a young Japanese woman and an American naval officer, he had his publisher secure the rights. The result is one of opera's most riveting ..."
Missing man's body found in Linn Run State Park,"Monday, Oct 01, 2018, by Joe Napsha","A man whose body was found in Linn Run State Park Monday afternoon died from an apparent suicide, according to the Westmoreland County coroner's office. His name is not being released. State police are investigating the death in the Cook Township park. His body was found by search parties in ..."
"McCandless mom, accused of drowning son, on suicide watch","Thursday, Apr 03, 2014, by Margaret Harding","A McCandless boy hovered close to death as his mother appeared in court on Thursday, charged with trying to drown him and killing his brother. 'It is my understanding the child is on life support with no brain activity,' Assistant District Attorney Lisa Pellegrini told a judge at Laurel Michelle ..."
Jackson police cite escalating violence in murder-suicide case,"Thursday, Aug 07, 2014, by Bill Vidonic","A Cranberry woman shot to death by her estranged husband, who then killed himself, had been awaiting a hearing on charges that she smashed a video game console over his head, police said on Thursday. The deaths of Jeffrey A. Miller Sr., 52, and Dana W. Miller, 47, inside their ..."
Second Blair County friar commits suicide in province under sex abuse investigation,"Wednesday, Jul 01, 2015, by Mike Wereschagin and Brad Bumsted","A Blair County friar hanged himself two days after agents with the state Attorney General's Office raided a nearby monastery connected to a sexual abuse scandal, the Blair County Coroner's office confirmed Wednesday. The Rev. David Kaczmarek, 53, died about 6 p.m. Saturday at St. Joseph's Friary in Hollidaysburg, the ..."
