Title,Date,Blurb
Marijuana backers look for Midwest breakthrough in November,"Tuesday, Oct 09, 2018, by The Associated Press","LANSING, Mich. -- Backers of broad marijuana legalization are looking to break through a geographic barrier in November and get their first foothold in the Midwest after a string of election victories in Northeastern and Western states. Michigan and North Dakota, where voters previously authorized medical marijuana, will decide if ..."
Brew to Tango: Bier's Pub on North Side offers dance lessons,"Tuesday, Oct 09, 2018, by Kristy Locklin","The tango is all about making connections, dance instructor Alejandro Pinzandamp;#243;n said -- with your partner, with the music, with the world around you. So a bar seems like the perfect place for dance instructions. Every Tuesday from Oct. 16 through Nov. 3, Bier's Pub on Western Avenue on Pittsburgh's ..."
Vacancies remain high among Allegheny County Jail medical staff,"Tuesday, Oct 09, 2018, by Theresa Clift","When 27-year-old Timothy Leininger died in his Allegheny County Jail cell in May 2015 after not receiving medication he needed, registered nurse Jan Lee knew she had to quit. 'That's all it took for me was somebody not getting meds that led to his death,' said Lee, of Harrison, who ..."
"Hoarding, a big problem among the elderly, starts in childhood, expert says","Tuesday, Oct 09, 2018, by Stacey Burling","Hoarding gets worse with age, which is why it's often associated with older adults, but it usually starts in childhood. That's what Patrick Arbore, founder and director of the Center for Elderly Suicide Prevention and Grief Related Services in San Francisco, told a group of professionals who work with seniors ..."
Governor: Limo that crashed shouldn't have been on the road,"Monday, Oct 08, 2018, by The Associated Press","SCHOHARIE, N.Y. -- The supersized limousine that crashed and killed 20 people outside a country store failed a safety inspection last month and shouldn't have been on the road, and the driver wasn't properly licensed, New York's governor said Monday. The state moved to shut down the owner, Prestige Limousine, ..."
Vince Mercuri: Manage stress & smell the roses,"Monday, Oct 08, 2018, by Vince Mercuri","On a recent Sunday afternoon while walking through the flower garden at Hartwood Acres, my granddaughter ran from flower to flower, stopping to take in the fragrance and beauty of each plant. She exclaimed over the unique smell of each blossom and the vibrant red and yellow that dotted the ..."
"New lawsuits filed against Zubik, Wuerl over child abuse allegations","Friday, Oct 05, 2018, by Wes Venteicher","Four men who say they were sexually abused as children by Roman Catholic Diocese of Pittsburgh priests sued Bishop David Zubik and Cardinal Donald Wuerl on Thursday, alleging the church leaders are still covering up the abuse. The civil lawsuits are the latest to stem from the August release of ..."
Greensburg's First Presbyterian marks 100th anniversary of church building,"Friday, Oct 05, 2018, by Stephen Huba","At the time First Presbyterian Church of Greensburg was being completed in 1918, its pastor, the Rev. Charles O. Schall, was serving with the Pennsylvania National Guard in the battlefields of France. The building's dedication was postponed until after World War I. No such emergency exists today to interfere with ..."
Cops: Letters show man killed in Allentown car blast planned explosion,"Thursday, Oct 04, 2018, by The Associated Press","ALLENTOWN, Pa. -- Investigators say a man who died with two others in a car blast last weekend had sent letters to family and police indicating he used an explosive to kill himself, his toddler son and adult friend. Officials with the federal Bureau of Alcohol, Tobacco, Firearms and Explosives ..."
Cruisin' Tikis Pittsburgh offers up a little more tropical fun,"Friday, Oct 05, 2018, by Joyce Hanz","We may have turned the calendar to October, but the summer spirit lives on aboard Cruisin' Tiki Pittsburgh. The scenic charter cruises on Hawaiian-style tiki hut boats are operated by co-owners Dale McCue and Joa Campise. 'We bring your party to the river,' McCue said. 'The response from customers has ..."
Supreme Court nominee Kavanaugh clears crucial Senate hurdle,"Friday, Oct 05, 2018, by The Associated Press","WASHINGTON -- A deeply divided Senate pushed Brett Kavanaugh's Supreme Court nomination past a key procedural hurdle Friday, setting up a likely final showdown this weekend in a battle that's seen claims of long-ago sexual assault by the nominee threaten President Donald Trump's effort to tip the court rightward for ..."
"Baldwin-Whitehall students learn kindness, empowerment through new initiatives","Thursday, Oct 04, 2018, by Stephanie Hacke","Be kind to each other. Care about one another. Respect each other. These are the messages Baldwin-Whitehall leaders hope resonate with their students through new initiatives under way in the district. 'I think the overall goal that we're hoping for is to create a more connected school,' said teacher Adam ..."
Cops: Seward man taken into custody after standoff with state police,"Thursday, Oct 04, 2018, by Paul Peirce","A 54-year-old Seward man was taken into custody about noon Thursday on firearm-related charges after a brief standoff with state police. James Michael Jr. had been wanted on a warrant for failing to appear for hearings on multiple criminal charges, including illegal possession of a firearm and carrying a firearm ..."
Mormon church backs medical marijuana in Utah,"Thursday, Oct 04, 2018, by The Associated Press","SALT LAKE CITY -- The Mormon church joined lawmakers, the governor and advocates to back a deal Thursday that would legalize medical marijuana in conservative Utah after months of fierce debate. The compromise comes as people prepare to vote in November on a medical marijuana ballot initiative that held its ..."
Falce: Victims get to decide about coming forward,"Thursday, Oct 04, 2018, by Lori Falce","No one should be dragged into a spotlight. I learned that lesson when I was in ballet in first grade. I loved being on stage, loved the music, loved the costume and the audience. But another girl in my class did not. She couldn't even take the bright lights of ..."
Pitt frat Phi Delta Theta under investigation for alleged hazing,"Thursday, Oct 04, 2018, by Aaron Aupperlee","University of Pittsburgh police are investigating an allegation of hazing at an off-campus fraternity, a university spokesman said. The Phi Delta Theta chapter at Pitt has been placed on interim suspension during the investigation, Joe Miksch wrote to the Tribune-Review in an email Thursday. Miksch said that administrators at Pitt ..."
"Review: 'A Star Is Born' is terrific, though story seems rushed","Thursday, Oct 04, 2018, by Lindsey Bahr","It's hard not to go into 'A Star Is Born ' without a lot of prejudgments. Even if you haven't seen the other three versions, the mere fact that they exist, and with such formidable talent, is enough to make anyone scoff at the fact that Hollywood keeps dusting off ..."
Alcohol seized from Azul in Leetsdale - SewickleyHerald.com,"Monday, May 21, 2018",Azul Bar Y Cantina was raided by the state police last week after it was discovered that the Leetsdale eatery had been selling alcohol without
"When is it OK to drink alcohol while pregnant? Never, doctors say","Tuesday, Oct 02, 2018, by Rita Giordano","For such a little guy, Robert McCloud has worked very hard to get to where he is today. At age 13 months, he weighs less than half of most babies his age. He has a cleft lip and trouble swallowing, so much of his nourishment comes through a feeding tube. ..."
Drug and DUI cases among recent Monroeville police investigations,"Wednesday, Oct 03, 2018, by Michael DiVittorio","Monroeville police filed the following charges Sept. 22 to Oct. 2 in District Judge Jeffrey L. Herbst's office:Tyree Shedrick, 21, of McKees Rocks with possession with intent to deliver, possession of marijuana, possession of drug paraphernalia and windshield obstructions and wipers. Charges were filed Sept. 22 in connection with an ..."
"Assault, DUI cases among those recently handled by Judge Zucco in Plum","Wednesday, Oct 03, 2018, by Michael DiVittorio","District Judge Linda Zucco recently handled the following cases. Charges were filed by Plum police unless otherwise noted. Held for courtKevin Smith, 49, of Plum on charges of endangering the welfare of children, simple assault and harassment. Charges were filed Sept. 18. Waived preliminary hearingShawna Graham, 34, of Plum on ..."
Awareness of opioid crisis on the rise in South Hills communities,"Wednesday, Oct 03, 2018, by Matthew Guerry","For the second year in a row, a crowd gathered at the St. Peter's Episcopal Church in Brentwood on a late summer evening. The 70 people present said the Serenity Prayer together and lit candles for those addicted to opioids and those who died from overdoses. It was the second ..."
Knife-wielding Latrobe man charged in alcohol-fueled stabbing attack on family,"Monday, Oct 09, 2017, by Renatta Signorini","A Latrobe man mentioned the 2012 murder of a Derry Area teacher during an alcohol-fueled confrontation when he allegedly stabbed two family members as they protected his wife from injury, according to police. Scott A. Matuszky, 46, threatened to kill the three women with a Bowie knife Saturday morning after ..."
"Downtown rappelling event spotlights drug, alcohol addiction treatment","Tuesday, Jul 15, 2014, by Tribune-Review","Dozens of people working to highlight efforts to treat drug and alcohol addiction rappelled Tuesday down the exterior of the 26-story Westin Convention Center Pittsburgh, a 615-room hotel that connects to the David L. Lawrence Convention Center, Downtown. The Connecticut-based nonprofit Shatterproof organized the event 'to draw attention to the ..."
'Ancient Brews' book reveals tasty history of alcohol,"Thursday, Jul 13, 2017, by Kevin Begos","It's easy to find cold brews on summer days, but here's a twist: a journey back to the alcoholic beverages that people drank thousands of years ago. Patrick McGovern, a renowned scientist and passionate lover of fermented beverages, brings the history of ancient brewing alive with this fun, tempting and ..."
"Robinson bar padlocked, another temporarily, for failing to pay alcoholic drink taxes","Friday, Oct 14, 2016, by Tribune-Review","Allegheny County Sheriff's deputies Friday padlocked two bars — one for a second time — for failing to pay alcoholic drink taxes, the county Treasurer's Office announced. The Brothers Grimm Bar in Robinson was padlocked for being delinquent nearly $11,000 in owed alcoholic drink taxes. The Treasurer's Office last closed ..."
What's Brewing?: School's in 'session' for low-alcohol beers,"Tuesday, Aug 29, 2017, by Mark Brewer","A 'session' beer is a term used to describe a beer that is low in alcohol by volume (ABV). Although we don't know exactly when the term was first coined, we do know that the term 'session' was used to describe the time in which British pubs were open after ..."
Local restaurant BRGR apologizes for serving 4-year-old boy alcoholic milkshake,"Monday, Nov 27, 2017, by Ben Schmitt","BRGR, the popular burger restaurant, apologized Monday for accidentally serving one of its adult alcoholic milkshakes to a 4-year-old boy over the weekend in Cranberry. 'On Sunday afternoon, an employee at the BRGR Cranberry location mistakenly served a milkshake with alcohol to a child,' Dan Ayer, a spokesman for the ..."
Knife-wielding Latrobe man charged in alcohol-fueled stabbing attack on family,"Monday, Oct 09, 2017, by Renatta Signorini","A Latrobe man mentioned the 2012 murder of a Derry Area teacher during an alcohol-fueled confrontation when he allegedly stabbed two family members as they protected his wife from injury, according to police. Scott A. Matuszky, 46, threatened to kill the three women with a Bowie knife Saturday morning after ..."
Police blaming alcohol in fatal Clarion County crash,"Monday, Dec 30, 2013, by The Associated Press","CLARION — State police say alcohol appears to be a factor in a Clarion County crash that killed a driver and injured two of his passengers. Troopers say Joshua Paul Bartley, 24, of East Butler wasn't wearing a seat belt when his Ford F-150 pickup went off a rural road ..."
Alcohol-related crash fatalities in Pennsylvania down significantly,"Monday, Feb 19, 2018, by Paul Peirce","As opioid abuse in Westmoreland County sets new records every year, year-end statistics from the coroner's office indicate one positive change in another decades-long substance abuse problem: alcohol-related traffic fatalities. Last year, Coroner Ken Bacha's office investigated 23 traffic fatalities, and just five were alcohol-related. It is the lowest number ..."
'Project Sticker Shock' aims to curb supply of alcohol to minors,"Tuesday, Aug 21, 2018, by Brian C. Rittmeyer","Beer shoppers at Giant Eagle in New Kensington are in for a case of sticker shock. It's not coming from the price, but from big, round, orange stickers warning of the consequences of providing alcohol to anyone under 21. They were put there by the Westmoreland Drug and Alcohol Commission ..."
Alcohol might be factor in wreck that injured 3 North Hills High School students,"Tuesday, Mar 27, 2018, by Tony LaRussa",Ross police say alcohol may have been a factor in a two-vehicle accident in which three North Hills High School students were seriously injured. The accident occurred shortly before 11 p.m. on Friday and forced the stretch of Thompson Run Road between Radcliffe Road and Babcock Boulevard to be closed ...
Local libations: Map links Pittsburgh craft-alcohol producers,"Friday, Aug 22, 2014, by Rachel Weaver","In the spirit of cooperation, a group of business owners has produced a guide for anyone looking to tour Pittsburgh's craft-alcohol corridor. The Allegheny River Libation Trail, a group of 13 makers in the Strip District, Lawrenceville, Millvale and Troy Hill, is distributing a pocket-sized book highlighting the locations, hours, ..."
Trial set for mom accused of giving teens alcohol at former Penn Twp. home,"Tuesday, Apr 24, 2018, by Rich Cholodofsky",The trial of a former Penn Township woman charged with allowing teenagers to drink alcohol during a party at her home more than three years ago is expected to begin on May 7. The attorney for Linda Swope told a Westmoreland County judge Tuesday that his client will be in ...
'Ancient Brews' book reveals tasty history of alcohol,"Thursday, Jul 13, 2017, by Kevin Begos","It's easy to find cold brews on summer days, but here's a twist: a journey back to the alcoholic beverages that people drank thousands of years ago. Patrick McGovern, a renowned scientist and passionate lover of fermented beverages, brings the history of ancient brewing alive with this fun, tempting and ..."
Crabbie's Original Alcoholic Ginger Beer available in U.S.,"Tuesday, May 14, 2013, by Tribune-Review","Staying Crabbie through history Scottish merchant-adventurer John Crabbie first imported ginger from the Far East to Edinburgh in 1801. Today, more than 200 years later, the UK's best-selling ginger beer, Crabbie's Original Alcoholic Ginger Beer, is now available in the United States. This refreshing ginger beer contains 4.8-percent ABV and ..."
'Ancient Brews' book reveals tasty history of alcohol,"Thursday, Jul 13, 2017, by Kevin Begos","It's easy to find cold brews on summer days, but here's a twist: a journey back to the alcoholic beverages that people drank thousands of years ago. Patrick McGovern, a renowned scientist and passionate lover of fermented beverages, brings the history of ancient brewing alive with this fun, tempting and ..."
Pitt fraternity suspended for alcohol-related incident that left student hospitalized,"Tuesday, Jan 23, 2018, by Ben Schmitt and Megan Guza","A University of Pittsburgh fraternity was suspended Tuesday amid an investigation into what officials described as an 'alcohol-related incident in which a student was hospitalized.' The suspension, in connection with a Thursday incident, means 'a cessation of operations of a chapter pending the outcome of an investigation,' Pitt spokesman Joe ..."
"Wilmerding man gets more than 5 years in prison for drug, gun offenses","Tuesday, Oct 02, 2018, by Tribune-Review","A Wilmerding man was sentenced in U.S. District Court on Tuesday to serve a little more than five years in federal prison for violating drug and gun laws, U.S. Attorney Scott W. Brady said. Michael Dillon Burrows, 32, was sentenced by U.S. District Judge Arthur J. Schwab. According to prosecutors, ..."
ATF: About 400 guns stolen from UPS facility in Tennessee,"Monday, Oct 01, 2018, by The Associated Press","MEMPHIS, Tenn. -- Federal authorities say about 400 guns have been stolen from a United Parcel Service facility in Tennessee. The Bureau of Alcohol, Tobacco, Firearms and Explosives said two people driving a U-Haul truck stole the weapons Sunday from a UPS facility in Memphis. Investigators are looking into exactly ..."
"Pittsburgh man gets 7 years in prison for having heroin, fentanyl","Tuesday, Oct 02, 2018, by Chuck Biedka","A Pittsburgh man will spend seven years in prison on charges of having heroin and fentanyl. U.S. Judge Mark Hornak imposed the sentence on Eric Clancy, 30, on Tuesday. Prosecutors said that, on May 13, 2015, Mt. Oliver police stopped Clancy in a car for traffic violations. About 21 bricks ..."
Trump says he'd be a 'mess' as a drinker,"Monday, Oct 01, 2018, by The Associated Press",WASHINGTON -- President Donald Trump jokes he'd be a 'mess' if he indulged in alcoholic beverages. Trump spoke about his drinking habits Monday at a news conference as he discussed Supreme Court nominee Brett Kavanaugh's comments about drinking beer in high school and college. The president noted that he is ...
Port Authority bus driver pulled off road duty as crash probe continues,"Tuesday, Oct 02, 2018, by Theresa Clift","A Port Authority of Allegheny County bus driver whose bus crashed head-on with an SUV in Homewood on Sept. 24 is not driving for the authority, a spokesman said. Six people, including the driver, were injured in the crash, which occurred at Bennett Street and North Dallas Avenue just after ..."
"Autopsy: 8-year-old Detroit boy died of fentanyl overdose, not alcohol","Wednesday, Dec 06, 2017, by The Associated Press",DETROIT — Authorities say an investigation to determine whether alcohol played a role in the death of an 8-year-old Detroit boy in July determined that the child died of an accidental fentanyl overdose. Authorities say Jamere Arnold was in cardiac arrest when medics arrived at a relative's home. Police said ...
"Wilkinsburg, Bellevue hope ending longtime bans on alcohol sales boosts business district","Saturday, Sep 26, 2015, by Tory N. Parrish","Wilkinsburg needs a shot, some of its business proponents say. Since residents voted to lift an 80-year ban on retail alcohol sales in May, some wonder if it will boost the borough's struggling business district. 'We're hoping. This is new territory for us,' said Salvatore Di Pasquale, who co-owns Salvatore's ..."
Penn State frat video shows pledges being plied with alcohol,"Monday, Mar 26, 2018, by The Associated Press",BELLEFONTE — Security video shot in the basement of a Penn State fraternity house the night a pledge was fatally injured during an evening of hazing and drinking was played in court on Monday and shows fraternity members plying pledges with alcohol. Pennlive.com said testimony in the preliminary hearing for ...
Penn Township officials consider alcohol permits for Municipal Park,"Tuesday, Aug 18, 2015, by Tom Mcgee","Those who rent park pavilions in Penn Township soon could be allowed to include alcohol in their plans. As part of a series of proposed revisions to the township's recreation policies, alcohol would be permitted at two pavilions in Municipal Park. Commissioners voted 3-1 Monday night on a procedural measure ..."
"Wilkinsburg, Bellevue hope ending longtime bans on alcohol sales boosts business district","Saturday, Sep 26, 2015, by Tory N. Parrish","Wilkinsburg needs a shot, some of its business proponents say. Since residents voted to lift an 80-year ban on retail alcohol sales in May, some wonder if it will boost the borough's struggling business district. 'We're hoping. This is new territory for us,' said Salvatore Di Pasquale, who co-owns Salvatore's ..."
"Autopsy: 8-year-old Detroit boy died of fentanyl overdose, not alcohol","Wednesday, Dec 06, 2017, by The Associated Press",DETROIT — Authorities say an investigation to determine whether alcohol played a role in the death of an 8-year-old Detroit boy in July determined that the child died of an accidental fentanyl overdose. Authorities say Jamere Arnold was in cardiac arrest when medics arrived at a relative's home. Police said ...
Penn State frat charged over 19-year-old woman's alcohol use,"Thursday, Nov 30, 2017, by The Associated Press","STATE COLLEGE, Pa. — A Penn State University fraternity is facing charges over a woman's alcohol consumption. The Centre Daily Times reports the 19-year-old woman was taken to a hospital Nov. 11 for alcohol overdose treatment after police found her outside Alpha Sigma Phi's house. They say she was being ..."
5 arrested during sobriety checkpoint in McCandless,"Sunday, Sep 30, 2018, by Madasyn Czebiniak","The North Hills DUI Task Force on Saturday conducted a sobriety checkpoint in McCandless. A total of 1,455 vehicles passed through the checkpoint, which was along Route 19. Officials said 12 people were given field sobriety tests. Of those tested, three were arrested for driving under the influence of alcohol ..."
"Trump has sharp words for ABC's Cecilia Vega, CNN's Kaitlan Collins","Tuesday, Oct 02, 2018, by The Associated Press",NEW YORK -- ABC's Cecilia Vega and CNN's Kaitlan Collins were targets of a combative President Donald Trump for asking questions about Supreme Court nominee Brett Kavanaugh at the White House on Monday. Trump called on Vega at the start of the Rose Garden event on trade and appeared to ...
Investigators back on scene of deadly Allentown car blast,"Monday, Oct 01, 2018, by The Associated Press","ALLENTOWN, Pa. -- Authorities said Monday that the three people who died in a car explosion in downtown Allentown, including a father and his toddler son, all knew each other, but the cause of the explosion remained under investigation. The Lehigh County coroner identified the three dead as Jacob Schmoyer, ..."
Wine and Halloween candy — a perfect combination,"Monday, Oct 01, 2018, by Dave DeSimone","October's arrival brings thoughts of Halloween candy to please little trick-or-treaters in full costumes. Adults can join the fun -- with costumes optional -- by pairing diverse wines and liqueurs with grown-up confectionary delights. If you'd rather not wait to rummage through your kid's Halloween night stash, Mon Aimee Chocolat, ..."
Dunkin' Donuts and Harpoon Brewery releasing coffee beer,"Monday, Oct 01, 2018, by Frank Carnevale","Dunkin' Donuts is dropping 'donuts' from its name and adding beer. Dunkin and Harpoon Brewery joined forces to release Harpoon Dunkin' Coffee Porter, made with the coffee chain's espresso blend. A news release describes the beer as, 'A balanced and smooth brew offering robust and roasty notes, Dunkin' Coffee Porter ..."
Alcohol involved in cases recently handled by Plum District Judge Linda Zucco,"Thursday, Jun 28, 2018, by Michael DiVittorio","District Judge Linda Zucco recently handled the following cases. Charges filed by Plum police unless otherwise noted. Waived preliminary hearings • Shawn Michael Ferracio, 43, of Apollo on charges of driving under the influence, recklessly endangering another person, driving without a license, driving with a suspended license and failure to ..."
"Dry towns of Wilkinsburg, Bellevue try to overturn alcohol ban","Sunday, Mar 15, 2015, by Tory N. Parrish","Grille 565, a restaurant that opened in August on Lincoln Avenue in Bellevue, gives away beer on Fridays because selling it would be against the law. 'It's hard to pay the bills when you're giving product away. ... It's a struggle, but we're doing OK,' co-owner Jennifer Cirlingione said. Groups ..."
"Kings Family Restaurant in Plum to be chain's new concept; sell beer, wine, alcohol","Friday, Jul 07, 2017, by Michael DiVittorio","Kings Family Restaurant's Plum location will be a test site for selling beer, wine and mixed drinks at the restaurant chain. Borough council voted 5-0 July 10 to approve the transfer of a liquor license from the former Fox andamp; Hound English Pub andamp; Grille in Ross Township to the ..."
"Hempfield man who ignored accident scene was under the influence of alcohol and marijuana, police say","Friday, Dec 15, 2017, by Paul Peirce","State police in Greensburg allege a Hempfield man was almost three times over the legal limit of intoxication and under the influence of marijuana when he drove through an accident scene Oct. 21, striking a car and nearly hitting a police cruiser. Christopher M. Anderson, 21, then fled the scene ..."
"Deadly Mt. Pleasant Township crash involved speed, alcohol, witnesses tell jury","Wednesday, Jan 17, 2018, by Rich Cholodofsky","A crash in Mt. Pleasant Township that left a man dead and two others injured was so forceful that the car catapulted a 300-pound decorative rock more than 30 feet, sheared two utility poles as it spun out and flipped over, then came to rest against a tree, an accident ..."
"Shaler man charged in death of girl, 6, not prosecuted in repeated alcohol cases","Saturday, Oct 03, 2015, by Megan Guza","If Travis Grayson had been prosecuted for his underage drinking citations, he might not have been driving the night he allegedly struck and killed 6-year-old Ava Campbell. Each of the three times that Grayson, 20, of Shaler was caught with a drink in his hand during the past 29 months, ..."
Alcohol-related liver deaths have increased sharply,"Thursday, Jul 19, 2018, by The Washington Post","Deaths from liver disease have increased sharply in recent years in the United States, according to a study published in the British Medical Journal. Cirrhosis-related deaths increased by 65 percent from 1999 to 2016, and deaths from liver cancer doubled, the study said. The rise in death rates was driven ..."
Brentwood GetGo one step closer to selling alcohol,"Monday, Jan 30, 2017, by Jim Spezialetti",A Giant Eagle convenience store in Brentwood is one step closer to selling beer and wine. The regional grocery chain is seeking Brentwood Council's approval to have a restaurant liquor license transferred from Upper St. Clair to the GetGo at 3601 Saw Mill Run Blvd. The store would be reconfigured ...
"YouTube videos glorify alcohol use, study finds","Monday, Sep 25, 2017, by Ben Schmitt","He calls himself 'ShoeNice,' and he apparently can chug a bottle of raspberry Smirnoff vodka in 22 seconds. Don't believe him He'll show you on YouTube. He's got nearly 600,000 subscribers to his channel. There's a video of him chugging what appears to be a half-gallon of Jack Daniels that ..."
Alcohol law still surprising Pa. speakeasy operators,"Saturday, Nov 01, 2014, by Kari Andren and Paul Peirce","Last year, some students brought about 200 cases of beer to a tailgate party at a Penn State football game, set up tables around a van and charged people to enter the perimeter and drink. Three ladies used to rent the Irish Centre of Pittsburgh in Squirrel Hill and charge ..."
"Jury convicts Mt. Pleasant man in fatal-crash case, but not on alcohol-related charges","Friday, Jan 19, 2018, by Rich Cholodofsky","Emotions ran high outside a Westmoreland County courtroom Friday after jurors found a Mt. Pleasant man not guilty of being drunk when he crashed his car and killed a passenger five years ago. The jury returned guilty verdicts of homicide by vehicle, aggravated assault by vehicle, reckless endangerment and other ..."
"Jury convicts Mt. Pleasant man in fatal-crash case, but not on alcohol-related charges","Friday, Jan 19, 2018, by Rich Cholodofsky","Emotions ran high outside a Westmoreland County courtroom Friday after jurors found a Mt. Pleasant man not guilty of being drunk when he crashed his car and killed a passenger five years ago. The jury returned guilty verdicts of homicide by vehicle, aggravated assault by vehicle, reckless endangerment and other ..."
Alcohol-related liver deaths have increased sharply,"Thursday, Jul 19, 2018, by The Washington Post","Deaths from liver disease have increased sharply in recent years in the United States, according to a study published in the British Medical Journal. Cirrhosis-related deaths increased by 65 percent from 1999 to 2016, and deaths from liver cancer doubled, the study said. The rise in death rates was driven ..."
Cops: Trafford woman cuts man's throat with kitchen knife during fight,"Monday, Oct 01, 2018, by Paul Peirce","A Trafford woman and Verona man remained in jail Monday following an alleged domestic altercation in which the man's throat was cut with a kitchen knife, police said. Ashlea McCafferty, 29, was ordered held in the Westmoreland County Prison on $100,000 bond on charges of attempted homicide, aggravated assault and ..."
Unity man to appear in 'Broken Skull Challenge' reality TV competition,"Friday, Jan 16, 2015, by Stacey Federoff","As a student at Hempfield Area School District, Chris Reese's behavior resulted in his mother being on the speed dial of administrators. Reese, 21, has turned his energy from drugs and alcohol to physical fitness, and that has carried him all the way to Hollywood. The Unity man will be ..."
FBI executes federal search warrant at Ross apartment,"Thursday, May 10, 2018, by Brian C. Rittmeyer","FBI agents searched a Ross apartment Wednesday morning,Scott W. Brady, U.S. attorney for the Western District of Pennsylvania, said in a statement. The search at Bellwood Manor, 510 Bellwood Drive, also included the Bureau of Alcohol, Tobacco, Firearms and Explosives; Allegheny County Sheriff's Office; Pennsylvania Attorney General's Office and police ..."
"Lady Gaga, Bradley Cooper shine in first 'A Star Is Born' trailer","Thursday, Jun 07, 2018, by The Associated Press","LOS ANGELES — Lady Gaga and Bradley Cooper sing in the first trailer for the upcoming remake of the 1937 film 'A Star Is Born.' Cooper, who co-wrote and directed the film, is country singer-songwriter Jackson Maine. He's struggling with alcoholism until he meets Lady Gaga's character, Ally. They fall ..."
