Title,Date,Blurb
Heroin epidemic ties to child abuse cases,"Mar 24, 2017",
KJWP NewsBreak,"Mar 29, 2017",
"""Boys will be boys"" is no excuse for sexual assault","Sep 28, 2018",
Feds must step up in addiction fight: Voices,"Aug 18, 2017",
State of emergency for opiates could help treatment,"Aug 11, 2017",
Who is to blame for the opioid epidemic?,"Apr 4, 2017",
Addiction and re-incarceration are a vicious cycle. Here's how we can break it.,"Aug 29, 2018",
Bills would open doors to drug treatment,"Mar 22, 2017",
Another reason to fight opioid addiction: Economics,"Mar 7, 2017",
New heroin commission superfluous,"Apr 22, 2016",
KJWP NewsBreak: FBI raid Delaware locations,"Mar 30, 2016",
Delaware sees deadliest month ever from drug overdoses,"Sep 11, 2018",
6 ways to help control pain without drugs,"Jul 19, 2016",
State pushes stricter prescribing guidelines for pain pills,"May 17, 2016",
"Cathy Imburgia, House District 7","Aug 28, 2018",
"Deborah Hudson, House District 12","Aug 17, 2018",
"State, feds to talk addiction solutions","Aug 31, 2016",
"Lee Murphy, U.S. House of Representatives","Aug 23, 2018",
Reader: We can have clean energy and a strong economy,"Sep 21, 2018",
"Bill Hinds, House District 27","Aug 22, 2018",
Delaware eligible for $4M in addiction treatment funding,"Jun 14, 2016",
FDA approves device to reverse opioid overdose,"Apr 7, 2014",
"Christine Metzing, Senate District 10","Aug 20, 2018",
Leader of oxycodone ring gets prison,"Dec 6, 2016",
KJWP NewsBreak: Dover officer will not be charged in shooting,"Jun 2, 2016",
"Herman Holloway, Senate District 2","Aug 17, 2018",
Delaware mother turns 'pain into purpose' after son's overdose,"Sep 24, 2018",
AstraZeneca launches constipation treatment,"Mar 31, 2015",
"David Roberts, House District 17","Aug 17, 2018",
"Kevin Hensley, House District 9","Aug 17, 2018",
"Stephanie Hansen, Senate District 10","Aug 17, 2018",
"LaKresha Roberts, Attorney General","Aug 17, 2018",
Monique Johns easily gets Democratic nod in House District 9 primary,"Sep 6, 2018",
AstraZeneca taps Joyner-Kersee to promote new drug,"May 22, 2015",
Shattered lives: Remembering those lost to overdoses,"Aug 31, 2018",
Why many Delaware murder suspects were able to commit their crimes,"Sep 29, 2018",
Why you should vote for Lee Murphy in GOP primary for U.S. House,"Sep 3, 2018",
"Heroin deaths spur action in Va., Md.","Jan 24, 2015",
A businessman invested in heroin. Now he's doing 7 years,"Sep 13, 2018",
Krista Griffith easily gets Democratic nod in House 12 Democratic primary,"Sep 6, 2018",
Seigfried narrowly defeats four others in House District 7 Democratic primary,"Sep 6, 2018",
Fentanyl: What it is and why it's deadly,"Sep 7, 2018",
Delaware latest state to take prison precautions,"Aug 30, 2018",
"Fan blew opioid fentanyl on first responders, sending them to hospital","Sep 10, 2018",
Melania Trump to address cyberbullying summit in Maryland,"Aug 17, 2018",
3 involved in DUI crash at Prices Corner gas station,"Aug 21, 2018",
"Rescued once, mom can't be saved from second overdose","Sep 12, 2018",
"AG Denn: Delaware has made progress, but criminal justice reform is still needed","Sep 20, 2018",
"When drugs kill your child, here's what you do","Jul 13, 2018",
"Man overdosed, left sex worker with child: police","Aug 7, 2018",
The News Journal endorses Kathy Jennings for attorney general,"Aug 31, 2018",
Why you should vote LaKresha Roberts for attorney general,"Aug 30, 2018",
Looking for heroin treatment? Try asking police,"Aug 10, 2018",
Milford doctor who OK'd 2 million pills indicted,"Jun 29, 2018",
Opposing view: Vote for Kerri Harris for U.S. Senate,"Aug 30, 2018",
Delaware Affordable Care Act enrollees will pay 3 percent more next year,"Aug 21, 2018",
Violent crime prosecution in Delaware gets help from Jeff Sessions,"Jun 5, 2018",
Eagles shouldn't follow Cowboys on anthem protests,"Aug 15, 2018",
Report calls for 'major action' in fight against addiction,"Jul 24, 2018",
2 overdosed in past month at women's prison,"Aug 1, 2018",
Mistrial declared for man accused of burning historic home,"Aug 21, 2018",
Time to listen to Delawareans and legalize marijuana,"Jun 21, 2018",
Mistrial declared for man accused of burning historic home,"Aug 21, 2018",
Reader: Painkiller crackdown will take more lives,"Jul 29, 2018",
"Big Pharma must face opioid lawsuit in Delaware, judge rules","May 2, 2018",
One a day: Delaware's addiction epidemic worsens,"Jun 11, 2018",
Nation’s top doc supports safe injection sites,"May 24, 2018",
Addiction solutions prove difficult in Delaware,"Jul 12, 2018",
Data-sharing issues slow fatal overdose reviews,"Jul 15, 2018",
"Punish pill-pushing doctors, reader says","Jun 7, 2018",
The News Journal obituaries for May 10,"May 10, 2018",
1st medical marijuana dispensary to open in Philly,"May 3, 2018",
General Assembly ends with a mixed bag,"Jul 13, 2018",
Delaware part of initiative to study Medicaid data,"Jun 25, 2018",
The News Journal obituaries for May 10,"May 10, 2018",
FDA: Get these teething medicines out of stores,"May 23, 2018",
"If CEOs deserve so much pay, why not punishment?","Aug 9, 2018",
Don't let Delaware's deadly week distort your worldview,"Jul 13, 2018",
Sen. Coons: 5-day hospital stay was a healthcare reality check,"Aug 7, 2018",
Leftover opioids? Walmart has a solution,"Mar 12, 2018",
Don't dismiss safe injection sites,"Mar 22, 2018",
Highmark sends benefit forms to wrong addresses,"May 21, 2018",
How simple acts of kindness touched a neighborhood,"Jun 14, 2018",
Don't dismiss safe injection sites,"Mar 22, 2018",
2 new books recognize these worthy Delawareans,"Jun 14, 2018",
Funding still lacking for Delawareans with disabilities,"Jun 12, 2018",
Overdose-related visits to ER surge in Delaware,"Mar 6, 2018",
"I'm a Republican, and I support the ERA","May 13, 2018",
How the Wilmington Hospital trauma center is run,"Jul 2, 2018",
"7 dead, 40 survived in latest Delaware overdose spike","May 1, 2018",
9 mm handgun found on 15-year-old Wilmington boy,"May 14, 2018",
"7 dead, 40 survived in latest Delaware overdose spike","May 1, 2018",
PTA: Support K-3 special education funding,"Apr 23, 2018",
State: Throw out romaine lettuce due to e.coli outbreak,"Apr 20, 2018",
Left-lane hogs ignoring 'move over' Delaware law,"Jun 21, 2018",
"New money for paramedics means hiring, relief","Jul 23, 2018",
Trump's forced patriotism has no place in a free society,"Jun 14, 2018",
Sussex County sees 4 of last 5 fatal drug ODs,"Jul 16, 2018",
Overdose deaths spike in Sussex County,"Jul 18, 2018",
Reader: Put the Ten Commandments back in school,"Apr 5, 2018",
Wilmington Trust execs should face consequences,"May 7, 2018",
"After overdoses, outreach teams could be answer","Mar 15, 2018",
"900 in Del. could receive addiction treatment, state says","Feb 16, 2018",
Where to take medication on Drug Take-Back Day,"Apr 24, 2018",
Fact check: Do 'safe-injection' sites help?,"Apr 5, 2018",
Ways you can help prevent child abuse,"Apr 10, 2018",
Remember the righteous who protected Jews,"Apr 11, 2018",
"Plan calls for better mental health, addiction care","May 15, 2018",
Denn: Leaving AG post means more time for effecting change,"Apr 8, 2018",
"1,043 bags of heroin seized at Dover motel","Jan 19, 2018",
State scholarships will benefit us for generations,"May 11, 2018",
"Plan calls for better mental health, addiction care","May 15, 2018",
Wave of women take the podium at commencements,"May 9, 2018",
"Focus on treatment, not recreational drug use","Mar 28, 2018",
Six prison overdoses means officers carry Narcan,"Mar 28, 2018",
"Miss Delaware talks feminism, swimsuit competition","Jun 20, 2018",
"Get better red light camera signals, reader says","Apr 29, 2018",
"Trauma, stress impact half of Delaware children","May 1, 2018",
We can stop holiday addiction deaths: Voice,"Dec 16, 2017",
Bill would give Narcan to more public employees,"Jan 24, 2018",
Protester chains himself to stage at Bernie Sanders rally,"May 6, 2018",
Protester chains himself to stage at Bernie Sanders rally,"May 6, 2018",
New co-working space at Wilmington Riverfront,"Oct 10, 2017",
Don't let other states tax our businesses,"Feb 20, 2018",
George Washington's spies helped create America,"Feb 21, 2018",
News Journal Editor David Ledford to retire,"Feb 20, 2018",
Denn calls for state money for drug treatment,"Feb 14, 2018",
A Delawarean is doing great things under Trump,"Mar 30, 2018",
Delaware startups pitch for a prize,"Sep 20, 2017",
"High turnouts to talk addiction, mental health","Feb 10, 2018",
Pass an equal rights amendment for women: Voice,"Feb 1, 2018",
Treat heroin crisis like the emergency it is: Editorial,"Aug 11, 2017",
Pass an equal rights amendment for women: Voice,"Feb 1, 2018",
W.Va. officials look to Delaware for answers to opioid crisis,"Jan 31, 2018",
"In Delaware, the race against addiction grows","Mar 5, 2018",
"Show us the whole port deal, reader says","Apr 12, 2018",
Our chance to show hope against heroin: Editorial,"Dec 2, 2017",
Could safe injection sites come to Delaware?,"Mar 23, 2018",
Delaware prisons use telehealth due to doc shortage,"May 18, 2018",
Talk about Easter in the present tense,"Apr 1, 2018",
We can better protect Delaware's pets: Voice,"Jan 16, 2018",
Delaware prisons use telehealth due to doc shortage,"May 18, 2018",
We can better protect Delaware's pets: Voice,"Jan 16, 2018",
Talk about Easter in the present tense,"Apr 1, 2018",
Delaware AG Matt Denn wants addiction recovery high school,"Sep 6, 2017",
"For Delaware's vulnerable babies, cuddling goes a long way","May 8, 2018",
Health care fight hurts Delaware: Editorial,"Nov 1, 2017",
Reported incidents included Dover Wawa coffee attack,"Apr 20, 2018",
Take hard line on prescription drug abuse,"Feb 1, 2017",
Letter to the editor asks for more tariffs,"Mar 10, 2018",
We can do better for our caregivers: Voice,"Dec 1, 2017",
Give grants attention they deserve,"Jan 16, 2018",
"Thumbs up for more Narcan, down for border wall","Sep 22, 2017",
Treatment 'too difficult to access' for many in Delaware,"Dec 4, 2017",
'Shark Tank'-style pitch event culminates boot camp,"Nov 20, 2017",
AG Denn to release 8-point plan in combating heroin epidemic,"Sep 6, 2017",
County police secure funding for Hero Help coordinator,"Dec 21, 2017",
Delawareans turn in thousands of pounds of pharmaceuticals,"Jun 4, 2017",
Growing program feeds students after school,"Jan 20, 2018",
"On Iran, Trump is forgetting history in Iraq: Voices","Oct 19, 2017",
County police secure funding for Hero Help coordinator,"Dec 21, 2017",
Strong literacy is Delaware's goal: Editorial,"Oct 27, 2017",
Delawareans turn in thousands of pounds of pharmaceuticals,"Jun 4, 2017",
"On Iran, Trump is forgetting history in Iraq: Voices","Oct 19, 2017",
Wilmington doctor charged with illegally prescribing oxycodone,"Oct 13, 2017",
Be careful with spending promises: Editorial,"Dec 5, 2017",
State employees to receive training in trauma,"Mar 19, 2018",
Court dismantles prostitute rehab program,"May 5, 2018",
No easy answers on school funding: Albright,"Jan 19, 2018",
Court dismantles prostitute rehab program,"May 5, 2018",
Marijuana legalization not worth it: Letters,"Jan 16, 2018",
"Father, son team up in medical waste business","Sep 30, 2017",
Overdose spike kills 11 over Thanksgiving weekend,"Nov 27, 2017",
"Hurricane Jose wind, rain hits Delaware Tuesday","Sep 19, 2017",
"With grant, Delaware will use data to reduce violence","Jan 9, 2018",
"Sentencing, treatment reforms needed: Voices","Sep 24, 2017",
Redouble push for universal health care: Voices,"Sep 22, 2017",
"Jennings resigns county post, will run for attorney general","Jan 8, 2018",
State leaders: More addiction resources needed,"Sep 1, 2016",
State leaders: More addiction resources needed,"Sep 1, 2016",
Editorial: The GA actually takes action,"May 31, 2017",
Why holidays are hard for those struggling with addiction,"Dec 22, 2017",
Marijuana task force to vote on final report,"Feb 14, 2018",
"DSEA rep favors classic, easy-going attire","Nov 9, 2017",
Delaware joins 35 states in Suboxone suit,"Sep 23, 2016",
Feds should fight addiction differently: Voices,"Aug 26, 2017",
Carney order promotes data sharing,"Feb 12, 2018",
"Narcan kits to be carried on patrol, police say","May 27, 2017",
A school for Delaware's youngest struggling with addiction,"Dec 2, 2017",
"Narcan kits to be carried on patrol, police say","May 27, 2017",
Don't legalize marijuana in Delaware: Dialogue,"Jan 31, 2018",
Veterans with PTSD need easier access to cannabis,"Apr 18, 2017",
Senate confirms former drug company executive to lead HHS,"Jan 25, 2018",
Enough what-ifs from Biden: Letters to the Editor,"Nov 14, 2017",
From guns to weed: Last chance for these Delaware bills,"Jun 1, 2018",
Get serious about health care costs: Editorial,"Sep 7, 2017",
"Drug ring involved secret passages, tunnel in Bear","Jun 7, 2017",
6 ways to decorate with antiques,"Nov 8, 2017",
Try non-partisan elections in Wilmington: Voices,"Nov 2, 2017",
"More food, less cancer DowDuPont patents' possibilities","Oct 28, 2017",
Trump health care sabotage hurts Delaware: Voices,"Oct 20, 2017",
AG Matt Denn still not on board with criminal code rewrite,"Dec 20, 2017",
Letters to the editor: Harmful blanket statement,"May 3, 2017",
Why not tax break for disabled veterans?: Letters,"Oct 5, 2017",
For patient's rights: Do not repeal the Affordable Care Act,"Jan 17, 2017",
Editorial: Joyner-Francis verdict has no silver lining,"Apr 19, 2017",
Delaware has plenty to offer millennials: Voice,"Dec 7, 2017",
GOP health care plans victimize neediest Americans,"Jun 28, 2017",
Letters to the editor: Mourn the rule of law,"Mar 30, 2017",
Letters to the editor: Mourn the rule of law,"Mar 30, 2017",
"Addiction and its treatment are complex, layered","Jun 28, 2017",
Dover community activist to challenge Carper,"Feb 2, 2018",
"Exchanging needles, saving lives","Dec 27, 2017",
More must be done for those that need it the most,"Oct 19, 2016",
Del. paramedics are pressed by dwindling dollars,"Jan 31, 2018",
Painkiller to heroin is an easy step,"Jul 11, 2015",
Delaware's OD count may be worse than it appears,"Oct 25, 2017",
"Letters to the editor: Seniors, take a stand","May 23, 2017",
The U.S. has long failed Puerto Rico: Voices,"Oct 19, 2017",
"Thumbs up to new anti-heroin law, the State Fair","Jul 21, 2017",
"Doctors, pharmacists, addiction experts at heroin resource fair","Dec 4, 2017",
Delaware pulls 3 doctors' prescribing privileges,"Jan 31, 2017",
"Letters to the editor: Seniors, take a stand","May 23, 2017",
We must be willing to pay for better schools,"Jul 8, 2017",
"Carney: Fix budget, update Coastal Zone Act","Mar 30, 2017",
Tip leads to heroin arrest in Fox Point,"Aug 25, 2017",
"Great local reporting, and its mission, needs saving","Apr 20, 2017",
Addiction legislation focuses on long-term plan,"Jun 8, 2017",
Delaware takes bold step to battle addiction,"May 30, 2017",
Attorney General Matt Denn will not seek re-election,"Aug 28, 2017",
Pettinaro executive helps recovery center double in size,"Oct 20, 2017",
White women are going to prison at a higher rate than ever before,"Jan 31, 2017",
"Letters to the editor: Legalize, regulate marijuana in Delaware","Oct 10, 2016",
Letters to the editor: Trump was the 'obvious' choice,"Apr 30, 2017",
Fentanyl-related overdoses triple in 2016,"Feb 14, 2017",
We've been down this addiction road before,"Sep 7, 2016",
"No government shutdown in Del., but tension looms","Jul 7, 2017",
Substance abuse director Barbieri out,"Jul 25, 2017",
Opiate addiction focus of UD research,"Sep 4, 2016",
Trump budget would cut deep in Delaware,"Mar 17, 2017",
Substance abuse director Barbieri out,"Jul 25, 2017",
"No government shutdown in Del., but tension looms","Jul 7, 2017",
Trickle-down effect of comprehensive addiction treatment,"Jan 6, 2017",
We need honesty and plans from our politicians,"Aug 17, 2016",
When principle takes a back seat to politics,"Aug 10, 2016",
Republican proposal is not about health or care,"Jun 30, 2017",
Letters to the editor: The power of Trump's words,"Feb 26, 2017",
Bishop Malooly denies Netflix series allegations,"Jun 15, 2017",
Delaware health cuts could hurt the neediest,"Jun 6, 2017",
Kent detox center gets $1M loan to expand services,"Jun 9, 2016",
Opioids: a gateway drug,"Oct 28, 2014",
Delaware to outsource baby screenings,"Aug 4, 2017",
Delaware tightens prescription drug rules,"Feb 1, 2017",
Stories of heroin addiction hope to help others,"May 23, 2017",
The worst thing poor whites are inheriting could be a lack of hope,"May 15, 2017",
Letters to the editor:,"May 12, 2017",
Glimmers of hope in heroin fight,"Dec 30, 2016",
Police save woman from heroin OD,"Oct 26, 2015",
The next steps in the heroin battle,"Aug 7, 2015",
2 dead in overdose spike in Sussex,"Apr 24, 2017",
Fentanyl-related overdose deaths in Delaware continue to rise,"Jun 22, 2016",
Bills attack heroin overdoses,"Jan 20, 2016",
"Delaware gets 2,000 heroin overdose kits","Aug 26, 2015",
Why hurting the poor will hurt the economy,"Mar 16, 2017",
Few new funds to fight heroin epidemic,"Jul 14, 2016",
Delaware's second marijuana dispensary opens,"May 26, 2017",
Letters to the editor: TransPerfect off target,"Sep 30, 2016",
Christiana Care opens new nursery for addicted newborns,"Jul 9, 2015",
History will forget this dismal campaign,"Sep 28, 2016",
"In a ‘change’ year, Sen. Portman deserves re-election","Sep 7, 2016",
New meaning to highway safety: Drugged driving,"Jan 10, 2017",
Bill to prepare relatives of addicts,"May 14, 2014",
Letters to the editor: Cyclist safety in Sussex County,"Aug 24, 2016",
"State: Pain doc used, shared drugs with patients","Jan 19, 2017",
"To save the kids, treat the parents","Mar 4, 2016",
Assanis inaugurated as UD president,"Dec 7, 2016",
Search find 30 grams of heroin,"Mar 20, 2015",
Killer hepatitis C threatens Delaware,"Aug 22, 2015",
State to launch addiction prevention campaign,"Dec 14, 2016",
Assanis inaugurated as UD president,"Dec 7, 2016",
90 dead from fentanyl overdoses this year,"Dec 12, 2016",
First step toward legalizing pot in Delaware,"May 3, 2017",
Police save heroin OD victim,"May 19, 2015",
Christiana Care to discuss $250 million expansion,"Nov 18, 2015",
Jefferson Award winners vow to keep city kids safe,"Apr 25, 2017",
Delaware fears more heroin overdoses,"Apr 24, 2017",
Biden partners with UD on domestic policy,"Jan 5, 2017",
Shooting suspect faces heroin charges,"Mar 24, 2016",
New pilot program addresses addiction in construction,"Sep 20, 2016",
Paul: Not the 'most interesting man in politics',"Feb 4, 2016",
Letters to the Editor: A call to action,"Mar 18, 2016",
In the grips of a heroin epidemic,"Jun 15, 2014",
Letters to the editor: Editorial part of DNC conspiracy,"Jul 31, 2016",
Denn announces attack plan on heroin,"Aug 7, 2015",
Searching for treatments that work,"Jun 15, 2014",
Where Delaware gets its heroin,"Apr 24, 2017",
Wilmington: most dangerous place in America for youth,"Sep 9, 2017",
Letters: hepatitis and heroin,"Aug 25, 2015",
Christiana Care plans to expand psych unit,"Feb 4, 2016",
Narcan to be available over the counter in Delaware,"Feb 26, 2016",
Police warn of deadly fentanyl-laced heroin,"Jan 31, 2014",
23 police departments get naloxone,"Jun 2, 2016",
Over 600 babies in Del. to be born addicted in 2016,"Apr 28, 2016",
Mount Pleasant nurse: What kids need,"Jan 18, 2016",
Health briefs: Cancer center’s grant,"Aug 25, 2014",
Recovery advocacy movement grows,"Nov 16, 2014",
"Wilmington: Bigger guns, younger shooters","Sep 9, 2017",
Over 600 babies in Del. to be born addicted in 2016,"Apr 28, 2016",
A key weapon in the fight against heroin,"Jun 13, 2014",
Facilities needed to aid addicted,"Jul 17, 2014",
You have a chance to save a life,"Jun 15, 2014",
Large arrest puts dent in heroin market,"Feb 18, 2016",
Delaware to get federal money to combat heroin epidemic,"Aug 17, 2015",
Dover police start Angel program,"Jun 30, 2016",
High school report,"Apr 1, 2017",
Exchanging needles for second chance,"Sep 23, 2014",
Exchanging needles for second chance,"Sep 23, 2014",
Work together to combat addictions,"Jun 16, 2014",
10 new health laws that could impact you,"Jul 14, 2016",
Letters: Time to stop drug addiction,"Jan 29, 2015",
We don't know how to stop the demand for drugs,"Feb 4, 2014",
Suicide by cops: Did anxiety from heroin push Brandon and Chelsea to their deaths?,"Nov 21, 2016",
Be Accepting: The Reality of Addiction,"Dec 1, 2015",
State to open downstate detox center,"Oct 29, 2014",
Dose of good news for AstraZeneca,"Dec 13, 2013",
How to tell if someone is addicted,"Nov 3, 2014",
State to open downstate detox center,"Oct 29, 2014",
Delaware legislators debate poverty fix,"Apr 5, 2016",
Heroin babies: Starting life in withdrawal,"Nov 22, 2015",
Can Delaware win war with addiction?,"Jun 15, 2014",
Delaware is full of heroin's heartaches,"Jan 28, 2015",
Medical marijuana patients in limbo,"Sep 4, 2016",
When heroin and painkillers come together,"Feb 8, 2014",
Delaware can learn from fishing village fighting heroin,"May 21, 2016",
Thankful every day,"Nov 26, 2013",
Types of drug treatment in Delaware,"Dec 29, 2014",
Will Delaware soon legalize marijuana?,"Dec 14, 2014",
CDC intervention plan for Wilmington teen violence lacks political will,"Sep 10, 2017",
Heroin treatment far away,"Oct 20, 2014",
