Title,Date,Blurb
Heroin epidemic ties to child abuse cases,"Mar 24, 2017",
KJWP NewsBreak,"Mar 29, 2017",
"""Boys will be boys"" is no excuse for sexual assault","Sep 28, 2018",
Feds must step up in addiction fight: Voices,"Aug 18, 2017",
State of emergency for opiates could help treatment,"Aug 11, 2017",
Who is to blame for the opioid epidemic?,"Apr 4, 2017",
Addiction and re-incarceration are a vicious cycle. Here's how we can break it.,"Aug 29, 2018",
Bills would open doors to drug treatment,"Mar 22, 2017",
Another reason to fight opioid addiction: Economics,"Mar 7, 2017",
New heroin commission superfluous,"Apr 22, 2016",
KJWP NewsBreak: FBI raid Delaware locations,"Mar 30, 2016",
Delaware sees deadliest month ever from drug overdoses,"Sep 11, 2018",
6 ways to help control pain without drugs,"Jul 19, 2016",
State pushes stricter prescribing guidelines for pain pills,"May 17, 2016",
"Cathy Imburgia, House District 7","Aug 28, 2018",
"Deborah Hudson, House District 12","Aug 17, 2018",
"State, feds to talk addiction solutions","Aug 31, 2016",
"Lee Murphy, U.S. House of Representatives","Aug 23, 2018",
Reader: We can have clean energy and a strong economy,"Sep 21, 2018",
"Bill Hinds, House District 27","Aug 22, 2018",
Delaware eligible for $4M in addiction treatment funding,"Jun 14, 2016",
FDA approves device to reverse opioid overdose,"Apr 7, 2014",
"Christine Metzing, Senate District 10","Aug 20, 2018",
Leader of oxycodone ring gets prison,"Dec 6, 2016",
KJWP NewsBreak: Dover officer will not be charged in shooting,"Jun 2, 2016",
"Herman Holloway, Senate District 2","Aug 17, 2018",
Delaware mother turns 'pain into purpose' after son's overdose,"Sep 24, 2018",
AstraZeneca launches constipation treatment,"Mar 31, 2015",
"David Roberts, House District 17","Aug 17, 2018",
"Kevin Hensley, House District 9","Aug 17, 2018",
"Stephanie Hansen, Senate District 10","Aug 17, 2018",
"LaKresha Roberts, Attorney General","Aug 17, 2018",
Monique Johns easily gets Democratic nod in House District 9 primary,"Sep 6, 2018",
AstraZeneca taps Joyner-Kersee to promote new drug,"May 22, 2015",
Shattered lives: Remembering those lost to overdoses,"Aug 31, 2018",
Why many Delaware murder suspects were able to commit their crimes,"Sep 29, 2018",
Why you should vote for Lee Murphy in GOP primary for U.S. House,"Sep 3, 2018",
"Heroin deaths spur action in Va., Md.","Jan 24, 2015",
A businessman invested in heroin. Now he's doing 7 years,"Sep 13, 2018",
Krista Griffith easily gets Democratic nod in House 12 Democratic primary,"Sep 6, 2018",
Seigfried narrowly defeats four others in House District 7 Democratic primary,"Sep 6, 2018",
Fentanyl: What it is and why it's deadly,"Sep 7, 2018",
Delaware latest state to take prison precautions,"Aug 30, 2018",
"Fan blew opioid fentanyl on first responders, sending them to hospital","Sep 10, 2018",
Melania Trump to address cyberbullying summit in Maryland,"Aug 17, 2018",
3 involved in DUI crash at Prices Corner gas station,"Aug 21, 2018",
"Rescued once, mom can't be saved from second overdose","Sep 12, 2018",
"AG Denn: Delaware has made progress, but criminal justice reform is still needed","Sep 20, 2018",
"When drugs kill your child, here's what you do","Jul 13, 2018",
"Man overdosed, left sex worker with child: police","Aug 7, 2018",
The News Journal endorses Kathy Jennings for attorney general,"Aug 31, 2018",
Why you should vote LaKresha Roberts for attorney general,"Aug 30, 2018",
Looking for heroin treatment? Try asking police,"Aug 10, 2018",
Milford doctor who OK'd 2 million pills indicted,"Jun 29, 2018",
Opposing view: Vote for Kerri Harris for U.S. Senate,"Aug 30, 2018",
Delaware Affordable Care Act enrollees will pay 3 percent more next year,"Aug 21, 2018",
Violent crime prosecution in Delaware gets help from Jeff Sessions,"Jun 5, 2018",
Eagles shouldn't follow Cowboys on anthem protests,"Aug 15, 2018",
Report calls for 'major action' in fight against addiction,"Jul 24, 2018",
2 overdosed in past month at women's prison,"Aug 1, 2018",
Mistrial declared for man accused of burning historic home,"Aug 21, 2018",
Time to listen to Delawareans and legalize marijuana,"Jun 21, 2018",
Mistrial declared for man accused of burning historic home,"Aug 21, 2018",
Reader: Painkiller crackdown will take more lives,"Jul 29, 2018",
"Big Pharma must face opioid lawsuit in Delaware, judge rules","May 2, 2018",
One a day: Delaware's addiction epidemic worsens,"Jun 11, 2018",
Nation’s top doc supports safe injection sites,"May 24, 2018",
Addiction solutions prove difficult in Delaware,"Jul 12, 2018",
Data-sharing issues slow fatal overdose reviews,"Jul 15, 2018",
"Punish pill-pushing doctors, reader says","Jun 7, 2018",
The News Journal obituaries for May 10,"May 10, 2018",
1st medical marijuana dispensary to open in Philly,"May 3, 2018",
General Assembly ends with a mixed bag,"Jul 13, 2018",
Delaware part of initiative to study Medicaid data,"Jun 25, 2018",
The News Journal obituaries for May 10,"May 10, 2018",
FDA: Get these teething medicines out of stores,"May 23, 2018",
"If CEOs deserve so much pay, why not punishment?","Aug 9, 2018",
Don't let Delaware's deadly week distort your worldview,"Jul 13, 2018",
Sen. Coons: 5-day hospital stay was a healthcare reality check,"Aug 7, 2018",
Leftover opioids? Walmart has a solution,"Mar 12, 2018",
Don't dismiss safe injection sites,"Mar 22, 2018",
Highmark sends benefit forms to wrong addresses,"May 21, 2018",
How simple acts of kindness touched a neighborhood,"Jun 14, 2018",
Don't dismiss safe injection sites,"Mar 22, 2018",
2 new books recognize these worthy Delawareans,"Jun 14, 2018",
Funding still lacking for Delawareans with disabilities,"Jun 12, 2018",
Overdose-related visits to ER surge in Delaware,"Mar 6, 2018",
"I'm a Republican, and I support the ERA","May 13, 2018",
How the Wilmington Hospital trauma center is run,"Jul 2, 2018",
"7 dead, 40 survived in latest Delaware overdose spike","May 1, 2018",
9 mm handgun found on 15-year-old Wilmington boy,"May 14, 2018",
"7 dead, 40 survived in latest Delaware overdose spike","May 1, 2018",
PTA: Support K-3 special education funding,"Apr 23, 2018",
State: Throw out romaine lettuce due to e.coli outbreak,"Apr 20, 2018",
Left-lane hogs ignoring 'move over' Delaware law,"Jun 21, 2018",
"New money for paramedics means hiring, relief","Jul 23, 2018",
Trump's forced patriotism has no place in a free society,"Jun 14, 2018",
Sussex County sees 4 of last 5 fatal drug ODs,"Jul 16, 2018",
Overdose deaths spike in Sussex County,"Jul 18, 2018",
Reader: Put the Ten Commandments back in school,"Apr 5, 2018",
Wilmington Trust execs should face consequences,"May 7, 2018",
